name,total_m,segments_count,street_count
Dekréta Matejovie,193.72016821835714,1,1
Pri vodojeme,193.6885906563914,1,1
Prieloh,193.4589164430642,1,1
Szabó Lőrinc utca,193.45394250877519,1,1
Klinok,193.43966454659005,1,1
Huta cesta,193.35128398915552,1,1
Nakádka,193.3033443810496,3,3
Štefana Čulena,193.1550011223369,1,1
Lieskovská,193.0530126101189,2,1
Jonatánová,192.9072406134007,2,1
Horný Irtáš,192.8835284184004,1,1
Jozefa Škultétyho,192.81461034037574,1,1
Sestier Chúťkových,192.8074644043585,1,1
Na paši,192.7697962474947,3,1
Kąty,192.76305945078005,1,1
Pastovník,192.7573785983775,1,1
Na rádku,192.6508373714838,1,1
Ľudovíta Vaníčka,192.5909858590899,1,1
Mikuláša Gerbu,192.54235705537775,1,1
Kurcz,192.29443665531414,1,1
Ambra Pietra,192.12637207696827,1,1
Šimona Jurovského,192.1147589188386,1,1
Ľud. Kukorelliho,192.02730959430767,1,1
Gen. Sázavského,192.02007417591312,1,1
Pri polícii,191.99721054973503,2,1
Pod Jesenským vŕškom,191.8886613958428,2,1
Hraškuľa,191.87900784983867,1,1
Pevnostný rad,191.80956683917327,3,1
Šinkovské,191.70398722084104,1,1
Štefunkova,191.53739888625452,1,1
Bakalárska,191.4394927534829,2,1
Rastická,191.41686975692224,2,1
Štefana Kováča,191.41534868256457,2,1
Ždiar,191.41440856787182,1,1
Pankúchova,191.37807258513251,1,1
Za Dielom,191.32856436692504,1,1
Imricha Madácha,191.31448413788485,1,1
Kuhnova,191.2939658705198,1,1
P. Nurmiho,191.0917939777634,1,1
MUDr. Jána Straku,191.0825153169971,3,1
Rácova,191.08032615657567,1,1
Malé trávniky,190.93332233492998,1,1
Bayerova,190.7787451568297,1,1
Rosinského,190.64950713295215,2,1
Kovačická,190.49568822709278,2,1
Pri Prameni,190.45036497281254,3,1
Odpočívadlo Voznica,190.38345523014502,1,1
Iľjušinova,190.33572479648777,1,1
Na vyhni,190.1913080444637,1,1
Haselweg,190.12620456755184,1,1
Agátový Rad,190.01052308009332,4,1
Mlynica,189.99562715698056,2,1
Michala Bónu,189.96811408352727,2,1
Michalska,189.94627837150776,1,1
Pri colnici,189.93380631317632,2,1
Septimiova,189.86402817244223,2,1
Trstená,189.70911883415312,1,1
Na Úboč,189.701298776492,1,1
Š. B. Romana,189.69273694378228,1,1
Ústianska,189.63952983683663,1,1
Rimay János utca,189.5872484951112,3,1
Štefana Majera,189.5861098956732,2,1
Krížová cesta,189.56156952743498,1,1
A. Štefanku,189.50628096023888,1,1
Bocskai utca,189.48067662002626,1,1
Dr. I. Markoviča,189.41024249425965,1,1
Križkova,189.35880470480396,5,1
Pri Bodve,189.32006239621688,1,1
Ďorocká,189.26187668456217,1,1
Pod Bokšínom,189.21184564837301,2,1
Podhorie,189.19830530265497,4,2
Dvor Terezov,189.19219939336682,2,1
Zs. Móricza,189.19178648312126,1,1
Á. S. Aszáda,189.12832865130628,1,1
Palesáky,189.11211332412512,1,1
Záveterná,189.08779567932038,1,1
Na Hlinky,189.07043570205516,1,1
Martina Braxatorisa,189.06504502285506,1,1
Hôrna,189.02863805032584,1,1
Výria,188.77223479467455,1,1
Jána Bakoša,188.71221548737103,2,1
Eduarda Gašinca,188.54685805183559,2,1
Váhostav,188.51864506483636,1,1
Pri Striebornom jazere,188.44241542734187,1,1
Dechtárska,188.39879403119383,1,1
Bartoškova,188.20719732380016,1,1
Synagógová,188.16921925979028,1,1
Pri Hornej Skalke,188.1451032083943,2,1
Alojza Mrázika,188.11807285708124,1,1
Šikesova,188.07828730778755,1,1
Greguše sady,188.05513254801244,1,1
Námestie Š. Tutokyho,188.02125974583637,4,1
Niže dediny,187.98007099350218,1,1
Námestie Jána Tomka,187.92861480791345,4,1
Podlučinského,187.92442316134992,6,1
Pod Mlynom,187.88698143282184,1,1
Parkovisko HOTEL Magnus,187.684101420322,1,1
Kikötő utca,187.62327442154168,1,1
Na jazerách,187.47621049882682,1,1
László Mécsa,187.46521701320734,1,1
Magdalénska,187.3344150152166,1,1
Bircová,187.103115726638,1,1
Leánska,186.84141944804855,1,1
Janka Magu,186.82964437824336,1,1
Márie Krššákovej,186.81932579011163,1,1
Széchenyi István utca,186.72130325901418,1,1
Na Prieložku,186.5971582965936,1,1
A. Mišúta,186.59314260440357,1,1
Hledíkova,186.5809283820307,2,1
Pri Červenom kríži,186.391579937046,1,1
Na Prosniská,186.14233037681487,1,1
Mariánska dolina,186.08467271071513,2,1
Kálmána Mikszátha,186.05732826867083,1,1
MUDr. Pribulu,185.97068516374742,1,1
M. Jankoľu,185.9470312928611,1,1
Ferienčíkova,185.9200457155585,2,1
Strečková,185.91879147889833,1,1
Fabiniova,185.84157778701902,1,1
Námestie Dr. Gašpara Radošínskeho,185.66173161395585,2,1
Bástya utca,185.6186737962059,1,1
Do Chmelína,185.49756132904946,1,1
Mlynská cesta,185.48007692797506,1,1
Rutilová,185.44907977652065,2,1
Ferka Nádaždyho,185.41831951769194,2,1
Borovicová I.,185.40442222792083,1,1
Štefana Náhalku,185.3825516744094,2,1
J. Farkasa,185.37172536018028,1,1
Na Festunku,185.347953076273,1,1
Ady Endre út,185.24507369023752,1,1
zostup,185.2265361436221,1,1
MUDr. Straku,185.2032490563069,1,1
Rakúsko-pruské námestie,185.13842253089396,3,1
Polkoráby,184.86796912905922,1,1
Alfonza Šilhára,184.83059855702524,3,1
Sochorova,184.78376839808595,1,1
Jonášovská,184.75915362164312,2,1
Zelené údolie,184.72384025930072,2,1
Imelová,184.4049013851166,1,1
Nad Kostolom,184.30965693113436,1,1
Dr. Jána Greša,184.28883762707278,1,1
Dobó utca,184.26712269795982,1,1
Burianova,184.2058950495785,2,1
Nyerges utca,184.0430774662695,1,1
Ladzianskeho,184.01235778239328,1,1
Titváňska,183.8979108360909,1,1
Námestie Alberta Molnára,183.84653303669091,2,1
Kolíňanská,183.80689165455118,1,1
Boorova,183.78004948946645,1,1
Pred kamenné,183.70028844023798,2,1
Framborská,183.66844653150767,3,1
Hlučínska,183.5652038369382,2,1
Námornícka,183.5406010923814,3,1
J. Černáka,183.4973445700923,1,1
Lúčičky,183.43610536936816,2,1
Skrytá,183.3153393004299,3,2
kopanec,183.20077968036796,2,2
Milana Antala,183.18934775269415,2,1
Tvrdošínska,183.1664395155576,1,1
Za Riekou,183.1450580267272,1,1
Malé Leštiny,183.1364264476647,1,1
Nagyova,183.0824016327547,1,1
Svätého Vendelína,183.03312786014467,1,1
Včelinec,182.94692409115467,1,1
Slnečná II,182.86070844275588,1,1
Vincenta Šikulu,182.85600538911078,1,1
Čaklovská,182.827414217142,5,1
Na Pekárkach,182.82411560901315,2,1
Valentiniánova,182.7710159591622,1,1
Na Zápletí,182.7093034363247,1,1
Pri Peci,182.7061995520346,1,1
Pri Mlyne,182.67313420379526,1,1
Roľníckeho povstania,182.5796405425366,1,1
Zúgov,182.56736414867123,1,1
K. Thalyho,182.5477763857872,1,1
Pod briežkom,182.50672201066774,1,1
Mikuláša Kováča,182.49331201302945,1,1
Mjr. Samojlenku,182.43673874955633,1,1
S. Chalúpku,182.43534146183327,1,1
Polná,182.2770345080267,1,1
Údenárska,182.26602571864518,1,1
Smrekova,182.1916170736257,1,1
Rebríčková,182.18784993588233,1,1
Cesta ku koňom,182.16698432860568,1,1
Žadíkovo,182.16101796670642,1,1
Nad kaštieľom,182.14277369165293,1,1
J. Rotaridesa,182.13765571572773,2,1
Nad vŕškami,182.06530495773944,1,1
D. Štubňu,182.02654010083563,1,1
Líšková osada,181.92038685652116,1,1
Kapustnícka cesta,181.84025389522674,1,1
Žellova,181.63469560569087,2,1
Pod Dielami,181.61701346212453,1,1
Smolnícka,181.4294201958896,1,1
Ciglédka,181.36348642568106,1,1
Jána Mila,181.26536876482982,1,1
S. Mečiara,181.21840815323296,1,1
Námestie Martina Hamuljaka,181.21511389296262,3,1
Ulička svätého Jána,181.12933468054126,2,1
Alexeja Duchoňa,181.0054798430958,2,1
Hamarka,180.99479254522424,1,1
Hallonova,180.94904598710835,2,1
Š. Hulína,180.93690664738975,1,1
Pri bráne,180.8031909374778,1,1
Чеська вулиця,180.51176599377644,2,1
Jána Buriana,180.3475675559991,2,1
Nová Bellova,180.25594123604705,2,1
Eliáša Lániho,180.25118549910707,1,1
Cigaňákova,180.2103925648035,1,1
Kútová,180.14120010063888,1,1
Pod Zvoničkou,180.10487381275067,1,1
Jozefa Lettricha,180.0854955061858,1,1
Dr. D. Úradníčka,179.89042386487463,2,1
F. Palackého,179.75941576419478,3,1
Kossuth tér,179.7579529575892,1,1
J. Horňáka,179.68911000195112,1,1
Na Žigmund šachtu,179.67071166320744,1,1
Nosákova,179.64831282677164,1,1
Jakubíkova,179.59320977595394,2,1
K Bezodnému,179.28520399000067,1,1
Kavcova,179.2819187996851,1,1
Pod Lipinami,179.2047425257602,2,1
Za dedinou,179.20035552285566,1,1
Košárska,179.1315506355034,3,1
Križinova,179.10280242847176,1,1
Trail Muflón,179.04071955632799,2,2
Orechový sad,178.9629544212868,1,1
Hellova,178.9010580112029,3,1
Liesková alej,178.85899767420062,1,1
Prechodná,178.69898548954345,1,1
Medzi cesty,178.65404678622087,1,1
Na Kope VI,178.55787475434641,1,1
Kapsohradská,178.40770152224377,1,1
Treskoňova,178.18517495221244,4,2
Prúty,178.17322794224955,1,1
Veštíkova,178.1725753105739,2,1
Pod Priehradou,178.0689503240186,1,1
Kubíková,177.99053312904508,1,1
Malý Závoz,177.97473712849632,1,1
Stará ulička,177.89075778435765,1,1
Pod Žiarom,177.88602322775574,1,1
Centrálka,177.79188212104577,1,1
Pod bránou,177.75210598271622,1,1
Pavla Suržina,177.73515906528382,1,1
Miksova,177.54158326526266,2,1
Chodník slávy,177.5287759457233,3,2
Záhrada Máriássiovcov,177.51554096505708,1,1
Júliusa Barča Ivana,177.50136863263336,1,1
Vo výmoli,177.45097871929877,1,1
Pri lesoparku,177.24044196353475,4,1
Na Roličkách,177.19928431454224,1,1
Námestie 9. mája,177.190759075609,1,1
Clementisová,177.06817625432183,1,1
V. Clementisa,177.04807575319137,1,1
Duk. hrdinov,177.02226228881068,1,1
Jesienková,176.98631658343982,1,1
K. Kalocsaya,176.68454973512573,5,1
Žiharecká,176.658454593227,1,1
Kiss utca,176.54979972465026,1,1
Hlbiny,176.33005145991018,1,1
Pod Lipovou,176.27922998510158,1,1
F. Fegyvernekiho,176.2568884174649,1,1
Veľký Blbotník,176.23925506260383,1,1
Úhrady,176.23211324220802,1,1
Sudovského,176.16297840768806,1,1
Záhradkárska osada Zelený raj,176.11481954110255,1,1
Námestie Čsl. Arm.,176.07107233500753,1,1
Cisárska bašta,176.00923354653645,2,1
Kania,175.96184754970344,1,1
Malý Ostrov,175.94719525640164,1,1
Langov dvor,175.68093549475304,1,1
Pri veži,175.5722050885649,1,1
Kristenovej,175.55402982377697,1,1
Slnková,175.24425995168758,4,1
Pod Babkou,175.17423828396244,1,1
Bohatierska,175.16407226719932,1,1
A. Bednára,175.16017685437367,3,1
Vrbky,175.06333992173302,1,1
Andreja Plávku,174.9497811378014,2,1
Šebestova,174.89263541020722,2,1
Drevosklad,174.87027438291798,1,1
Heškovská,174.8590818214898,1,1
Rešetkova,174.83665732778073,1,1
Kemi,174.83312665740573,3,1
Buznova,174.805166813654,1,1
Cisárka,174.7911886643368,1,1
Nákupná,174.7690024107204,1,1
Sitnianskeho,174.73654845614084,1,1
Bagoly köz,174.4436224408114,1,1
Jánoš,174.42666189889096,1,1
Pekárova,174.3345615377879,1,1
Školský dvor,174.3241422931772,1,1
Domiciánova,174.26181199653297,1,1
Dadanova,174.23192375520765,1,1
Prof. Jána Kňazovického,174.16314952506215,1,1
Gagarina,174.0982591723944,1,1
Mikuláša Šprinca,174.0517348580061,3,1
Jabloňový sad,173.99446076697592,1,1
Cesta siedmich vojvodcov,173.59387526069486,1,1
Vozová,173.56005867611162,3,1
Malá Dolnosecká,173.51812218516932,1,1
Diana utca,173.46716840577827,2,1
Št. Polkorába,173.43087156277954,1,1
Olšová,173.41570755545249,1,1
Kazinczyho,173.36979136842086,1,1
Františka Schmuckera,173.35033416364692,1,1
Osada Jur,173.29658799574574,1,1
Na piesky,173.26182825436575,1,1
Na Kracinách,173.22841801072815,1,1
Ku bani,173.22811344951037,1,1
Hore Dielom,173.21134971063407,2,1
Károlya Szladitsa,172.9527628507739,1,1
Suchohradská,172.92474594695307,2,1
Hamuliakova,172.89806232814982,2,2
Rudolfa Mocka,172.89475675104086,1,1
Námestie P. O. Hviezdoslava,172.87066818376329,1,1
Kinčoš,172.7540967668306,1,1
Hadová,172.7261054912563,1,1
Dr. Ľudovíta Bazovského,172.66929149397717,1,1
Pri včelárikoch,172.59755149861803,2,1
Ďuranova,172.47078814076394,1,1
Pod Jamami,172.41023986390306,1,1
Námestie Istvána Dobóa,172.32699747380565,3,1
Dočasná obchádzka,172.3268965979897,1,1
Karlovarská,172.2577514042528,1,1
Solúnska,172.23925322278544,2,1
Katovná,171.907898507695,1,1
Orlická,171.80019170077944,1,1
Dozsova,171.76349377543048,1,1
Na Šarinke,171.6630717519809,2,1
Ruttkaya Nedeckého,171.62239942026957,2,1
Záhrbie,171.61549108009524,1,1
Táliky,171.55424430504527,3,1
Park,171.52982767207018,1,1
Do Políka,171.4801916381076,1,1
Podkamenná,171.45215588924046,1,1
Bošácka,171.41346332208397,1,1
Miklošicova,171.38917116514645,1,1
Borovského,171.26159949892508,1,1
Dubový vŕšok,171.25454361654846,1,1
Hauptstraße,171.226240953341,1,1
Lipňová,171.1700765868609,1,1
Kupecká,170.98068391594958,1,1
Laučekova,170.93198711609153,2,1
Bebrava,170.87196892495518,3,1
Plašovská,170.79743525072905,1,1
Jána Reka,170.69697884036736,4,1
Hlavátková,170.66199468189967,1,1
Bodocká,170.66106418689867,1,1
Csermelyova,170.613774862968,1,1
Gabriela Kapyho,170.5857378544517,1,1
Magistrát mesta Košice,170.5751523836987,5,1
Skorocelová,170.53830771194757,1,1
K farskej pivnici,170.51636748060815,1,1
Špitálky,170.49880784765375,1,1
Brehová,170.45641112602232,1,1
Vikárska,170.39087916873876,1,1
Podkonická,170.35167529393976,2,1
Pri Čiernom lese,170.17293035798838,1,1
M. Nandrássyho,170.16899050874343,1,1
Hájles,170.14814517345562,2,1
Terasa Zlobivej,170.09351217398128,1,1
Svätojurská,170.07204227159082,1,1
Jozefa Málika,169.98186711864193,1,1
Včielok,169.93382015661723,1,1
Námestie Alexandra Dubčeka,169.8826855446319,2,2
Maginova,169.87054850273626,1,1
Batkova,169.8546315083368,1,1
Milana Šimečku,169.77026650899845,3,1
Š. Šmálika,169.69791633627688,1,1
Svätoplukovo námestie,169.67579855003834,6,1
Na Slatinkách,169.6521332170077,1,1
Štefana Hlavatého,169.63404947266577,4,1
Lhenická,169.54466062347507,2,1
Remenárska,169.54244852720217,1,1
Madách utca,169.4390928543574,1,1
K mostu,169.43089567286705,3,1
Blankytná,169.20411568622092,1,1
Kaplnková,169.18022910136395,1,1
Koháryho rad,169.13271657722495,1,1
Ruženínová,169.11848532411648,1,1
Obchodný rad,169.0935828673282,1,1
Podrákošská,168.9111222922498,2,1
Nižnanského,168.84724047393473,1,1
Hrabník,168.83541144387402,1,1
Petrovská,168.80856141415182,1,1
Jonáša Záborského,168.73119102859602,1,1
Ryľkova,168.31300484473874,1,1
Námestie svätého Juraja,168.29038036209414,1,1
Námestie Panny Márie,168.19101089247346,3,1
Kopečná,168.16996265648456,2,2
Emila Pauloviča,168.09010103078222,1,1
Olléová,168.02651652157982,1,1
Malý Blbotník,168.02423222196637,1,1
J. Hašku,168.00304202477787,9,1
J. Okáľa,167.96025127371658,1,1
Hóstád,167.55473886500468,1,1
Sekulská,167.4776792969575,2,1
Kozmálova,167.4231417561422,1,1
Jaššov dvor,167.37241180818097,1,1
Sv. Proroka Eliáša,167.29843498706904,1,1
Čierný Les,167.18306534241015,1,1
Prosnie,167.13334246519366,1,1
Dráhová,167.12021620026007,1,1
D. Krmana,167.10555136961517,1,1
F. Kazinczyho,167.0555305540351,1,1
Kopaniny,166.98886251530587,1,1
Alžbety Gwerkovej Göllnerovej,166.9774630051806,1,1
Urbánka,166.9437550139772,1,1
Štefánska,166.9130441316825,1,1
Rakšianská,166.88947416043126,1,1
Námestie sv. Urbana,166.6679904436494,4,2
Pažitný mlyn,166.65557938593872,1,1
Jozefa Vavroviča,166.53141331457357,1,1
Modrý chodník,166.51718942772106,1,1
Mrazničná,166.44634811908995,1,1
Trafoweg,166.35731876105606,1,1
Za Luhami,166.3266648811377,1,1
Za sokolovňou,166.28940108424007,1,1
Medzinárodného dňa detí,166.23848892355494,1,1
J. Bodeneka,166.20557016310872,1,1
Park garbiarov,166.09614458879926,2,1
Veľký Závoz,166.02182992837993,2,1
Na Katruši,166.003597714074,1,1
Grébova,165.78995912579643,1,1
Jakuba Grajchmana,165.73209902171197,1,1
Viniferová,165.7092462695182,1,1
Ku potoku,165.6788117727008,1,1
Lisztova,165.57560956989724,1,1
Brančíkova,165.52801641824925,1,1
Hitschova,165.51892798073922,2,1
Máriahuta,165.44944939673144,1,1
Šaldova,165.3024044436079,1,1
Lehockého,165.2843526771947,2,1
Pri Vyšnej hati,165.16280241820158,1,1
Kráľovská ulica,165.1453096544122,1,1
Skautov,165.10191207588835,1,1
J. Melichera,164.99965328600862,1,1
Kamenný Chodníček,164.96812852412273,1,1
Baratoky,164.90859344652978,1,1
Chatárska,164.90594967626296,1,1
stará značka,164.87510058845862,1,1
Kušnierska brána,164.85485788518048,2,1
Samuela Rotha,164.729138246145,1,1
Juhász Gyula utca,164.66083080127524,1,1
Ambrušova,164.6068821072377,2,1
Lisztgasse 2. Gasse,164.5119899208449,1,1
Ku škôlke,164.4282156162514,1,1
Námestie Š. N. Hýroša,164.38511577348652,1,1
Skalníková,164.35153503905624,2,1
Beöthyho,164.33614355145124,2,1
M. Oláha,164.32656969915723,2,1
Izabely Textorisovej,164.09015706723608,2,1
Gymnaziálny priechod,164.0206067849893,2,1
Na kopcoch,163.6352753113887,2,1
Holubyho námestie,163.62014016359356,1,1
Pod vežami,163.47055197928552,2,1
Roveň II,163.41824193207677,1,1
Kyjevské námestie,163.3210997050552,3,1
Rodinné domky,163.28523430179547,1,1
Zábojského,163.21533803115992,1,1
Forgáchova bašta,163.1767642926164,4,1
Na kalváriu,163.16471843144393,1,1
Gotická cesta,163.15728236080406,1,1
Leštinská,163.11846125134224,1,1
Námestie Ľudovíta Štúra,163.07237953062273,7,1
Ferenca Kulcsára,163.0442617395889,1,1
Jaskyňová,163.02348407474216,1,1
Augustína Murína,162.9924970700561,1,1
Námestie László Kovácsa,162.91960884036502,1,1
Kováčova vila,162.9177707881708,1,1
Malá Mičurínska,162.8701543245501,1,1
Malá kamenná,162.8367759229463,1,1
Okály,162.8028074531382,1,1
Malá Kakava,162.79798202355713,1,1
Šarloty Zičiovej,162.78331733858323,1,1
Dolný mlyn,162.6854714342948,1,1
Cserfa utca,162.6564531952561,1,1
Bukovinová,162.65597654765054,1,1
Templom tér,162.571551076468,1,1
Jurigova,162.39520388936722,1,1
S. Kollára,162.34585929907757,2,1
Gr. I. Széchenyiho,162.22949612592458,1,1
Na nádvorí,162.17249199420405,2,1
Letanovský Mlyn,162.15151288198254,1,1
Kornilcevova,162.12884532674158,1,1
Slatinské nábrežie,162.08797183436155,1,1
Kmeťovo námestie,161.8684765932318,2,1
Závozská,161.86142890477151,1,1
Na lázku,161.8160885616432,1,1
Jána Čajdu,161.63535160894418,1,1
J. Tombora,161.58439162369746,1,1
Karola Salixa,161.5716547733784,1,1
Riečna II,161.52006582939896,1,1
Por. Ušiaka,161.4730826906561,1,1
Vrchová,161.4349172355502,1,1
Na Zábreži,161.37919168739364,2,1
Odevná,161.30608149785826,1,1
Igmándi út,161.30332274333549,4,1
Eža Vlkolínskeho,161.25681701274684,1,1
Kragujevackých martýrov,161.14933588893103,2,1
Сербська вулиця,161.05487334487822,1,1
Vyhliadka,160.86648781676732,1,1
Matúša Kavca,160.8046502410803,1,1
Majstrovská,160.56903666896017,1,1
Leánková,160.5118805443512,1,1
Mišiakova cesta,160.47507462967752,1,1
Župné námestie,160.46670629606012,3,2
Osada Tajlok,160.45379912145987,1,1
Pod hrebienkom,160.38290316975795,1,1
Na Holotke,160.38281849908833,1,1
Oeserov rad,160.38059140366855,1,1
Dr. Tulassay József tér,160.33030432759102,2,1
Bajčská cesta,160.28710731940942,1,1
Vrátočná,160.28409010752588,1,1
Za Mestom,160.19113214301876,1,1
Malý Forrád,160.04684397441366,1,1
M. Šolochova,159.95256722110457,1,1
Sek,159.86278647906866,1,1
Majeríkova,159.78208760671754,1,1
Námestie Slov. učeného tovarišstva,159.74904106427869,4,1
Samota Klekoč,159.6722185211952,1,1
Do parku,159.46332544226223,1,1
J. Valašťana Dolinského,159.4628233623911,1,1
Morčinova,159.44110767763652,1,1
Terasy,159.33690667986158,1,1
Kolotoč,159.28834904962477,1,1
Albrechtova,159.23275510116943,2,1
Podzávozie,159.03000859605808,1,1
T. H. Ševčenka,158.99773704580315,1,1
Štaffenovský dvor,158.9739546570015,1,1
Atlasová,158.9555675726432,1,1
Ferdinanda Alexu,158.8720300806812,2,1
Blesková,158.6762724677037,1,1
Kunstova,158.6676335019834,1,1
Za riekou Nitrou,158.66640760753722,3,1
Rezbárska,158.5922082709009,1,1
Prievozná,158.48368096272256,1,1
Teslíkova,158.38934421522015,2,1
