name,total_m,segments_count,street_count
Jána Mrvu,612.1612076337727,3,1
Námestie Hrdinov,611.8125332670015,5,2
Dlhé lúky,611.700002956296,2,2
Perjéš,611.559758509395,1,1
E. Hroboňovej,611.521417332266,3,1
Cyrilometodejská,611.3468562854407,2,1
Zeleninová,611.3217910372894,3,1
Pezinské Záhumenice,611.157035260919,3,1
Na Kopanici,611.0866528513506,2,1
Novozáhradná,610.9755145286754,3,1
Stará košická,610.8338641492128,4,1
Kirejevská,610.7803420544519,5,1
Budapeštianska,610.2342648293406,5,1
Krôn,609.8897783675279,3,1
Most Belá,609.7198746496917,2,1
Ottlýkovská,609.0889423673727,4,1
Matice Slovenskej,608.940089954805,3,2
Kajakárska,608.8984722989653,4,1
Sosnová,608.839023191452,6,4
F. Engelsa,608.7982409553022,4,1
Rustaveliho,608.5832947250465,4,1
Kovács utca,608.5100603229005,2,1
Nábrežie Hornádu,608.3939592065962,4,1
Semenárska,608.288279841644,4,2
Zážitkovo-náučný chodník Medveďa Maxa,608.189003928375,1,1
Hamrovská cesta,608.033899158175,1,1
Na Hornom konci,607.9725125616103,4,1
Peter,607.8665905895807,1,1
Na Kopánke,607.8040716239011,3,2
Vasút utca,607.7890480477621,4,2
Pančova,607.692168389155,1,1
Sv. Trojice,607.5946043715854,5,1
Burgundská,607.4753803610987,6,3
Smižianska,607.425688964763,1,1
Lidické námestie,607.3725519450046,4,1
K Zornici,607.3677805501916,3,1
Kajsa,607.0984228902105,2,1
Chemikov,607.0770483579761,5,1
Danov vrch,607.0707063167674,1,1
Park mládeže,606.8788586884203,7,1
Lubina,606.8285875713042,6,1
Karlov,606.8227743494888,1,1
Pekný vŕšok,606.4801242971598,3,1
Merovská,606.4721278788122,3,1
Adama Trajana,606.3452559764821,6,1
Pirte,606.3206572703074,1,1
Branická cesta,606.2824700455783,1,1
Na zadnom Záhumní,605.9706672608179,2,1
Javorová Alej,605.9565172745406,2,1
Kiss út,605.8748573969432,1,1
Собранецька вулиця,605.5269646709835,2,1
Očovská cesta,605.4896595917199,1,1
Novodvorský rad,605.3915666213419,2,1
Kossuth kert,605.1167866146183,1,1
A. Medňanského,605.0066241126718,1,1
Štrková cesta,604.7946733338341,1,1
Napervillská,604.7378506177862,14,1
Pri akadémii,604.5531549868754,3,1
Mateja Encingera,604.4563726640108,9,1
Flisacka,604.3836124662223,2,1
Janouškova,604.2553837006558,5,1
Stará Teheleň,604.0048987929976,5,1
Lekárenská,603.9885574030477,2,2
Na Sahare,603.5298568460148,3,1
Maršála Malinovského,603.4528616825228,4,2
Pod rotbánom,603.4090517411023,1,1
Horné Záhumnie,603.0479619292455,4,1
Pri Čarde,603.0245759760423,3,1
Račnica,602.9353746643505,12,1
turista út,602.8492543194459,1,1
Ema Bohúňa,602.8279932598201,3,1
Majorháza,602.5044498836246,3,1
Dvor Berek,602.4652432925346,1,1
Leitne,602.3976337197882,2,1
Madaras,602.291326619229,4,1
Svätej Anny,601.990644941078,2,2
Hudecova,601.9097641628201,3,2
Pavla Kyrmezera,601.794508007406,5,2
Baníkov,601.7133736189278,5,1
Kyseľovo,601.420539341892,7,1
Bystričianska cesta,600.9194241965278,5,1
Nábrežie Rimavy,600.8356698312305,2,1
29. januára,600.6330630175756,1,1
Za Ľutinkou,600.299062821993,2,1
Žikavecká,600.2771528049391,1,1
Písniky,600.2608139757323,4,1
Chrapčiakova,600.232550603825,3,1
Semjénska,600.2046485957728,6,1
Na hriadkach,600.1929567770637,4,1
Do Roháča,600.1857288516089,2,1
Beňovského,600.0523353294055,8,3
Stodolná,599.7823571714744,1,1
Pražské námestie,599.5878310854722,4,1
Výšlapka extrém,599.1858395232848,1,1
A. Jedlika,599.0768841905708,4,2
Holešovská,599.0213251601285,2,1
Stolárska,598.7084046974958,5,2
Slovinec,598.0112371345136,4,1
Katapán utca,597.9610192100166,1,1
Skalnatá,597.9296669804717,5,2
Ku Gáborke,597.9004708795213,2,1
Námestie Štefana Moyzesa,597.8361347470197,11,1
Malozáblatská,597.6305654105142,4,1
Jána Sambucusa,597.4944282188006,6,1
Segnerova,597.1375054792759,7,2
Majer Biffar,596.838269808683,1,1
EuroVelo 11,596.7343678179785,1,1
Zborovská,596.580440083907,8,2
Sídlisko 6. apríla,596.434984144953,6,1
Kopaniská,596.4021903221442,2,1
Kert utca,596.3844838869677,3,2
Štepánkovická,596.378945809603,3,1
Gaštanová alej,596.3397115091351,1,1
Nad škôlkou,596.2843147854774,2,2
Majerná,596.1828054280757,1,1
Borošova,596.1687176089098,3,1
Námestie M. Pajdušáka,596.0765945090479,6,1
Cesta pri železnici,595.9639594485776,2,1
Bécsi út,595.9581575921666,3,1
Monarská alej,595.866703593294,2,1
Karpatské námestie,595.8325648111556,4,1
Bielocerkevská,595.8263353495778,5,1
Breh,595.8233524161151,7,2
Novobanská,595.4506316351631,2,2
Dobráňska,595.3622320075049,1,1
Cesta k lesu,595.215208501375,5,1
Kolč,595.1642558018891,1,1
Matiašova cesta,595.0446131379795,1,1
J. Kármana,594.8655529853622,6,1
Banšelova,594.5869259458697,5,1
Most Valy,594.4105746766434,1,1
Gútska cesta,594.3126408066248,3,1
Hornov,594.098060534123,1,1
Nad parkom,594.0655820515611,4,1
Kameňolom,593.9723915728823,1,1
Kpt. Weinholda,593.9161264256122,6,1
Hviezdoslavov rad,593.4727195836056,4,1
Mostíková,593.4657533270556,1,1
Družicová,593.370813313211,5,3
Jána Hunyadiho,593.2511289079124,3,1
Bellušova,593.1509345093677,1,1
Byštianska,593.0553643070034,3,1
Cesta pod Banskou,592.9806516361634,3,1
Turzova,592.4304955692044,2,1
Martinengova,592.1983918170017,6,1
Na Uhlisku,592.1769020219939,4,1
Námestie Jána Pavla II,592.1145512354565,3,2
Cádrova,592.0877561651251,6,2
Batizovská próba,592.0796874321757,2,1
Kotoška,592.0040050177286,1,1
Ságelská,591.981265304462,2,1
Rýnska,591.9023058457225,3,2
Šopornianska,591.8952478947296,1,1
Bulíkova,591.7098909141732,4,1
Rajtákova,591.6539379028561,5,1
Blumentálska,591.0703571818758,9,1
Pod univerzitou,590.9769778417024,5,1
K amfiteátru,590.2512630354045,4,1
Čutkovská,590.2355506633073,1,1
Donátová,590.2273858678302,2,1
Klátovská cesta,589.930836014855,2,1
Jánošíkova skala,589.5357772870229,2,1
Paulínyho,589.4808231310931,4,2
Šandalská,589.3347271458294,3,1
Priemyslová,588.9860525993867,3,1
Mihálska,588.9066359659248,1,1
Bohuslava Tablica,588.8427567142558,3,1
Na lánoch,588.8363463187344,4,4
Zlatná,588.7223951688401,5,2
Rooseweltova,588.2211278104015,2,1
Na Dielnici,587.6528440662454,3,1
Ostrov,587.5439929041622,8,1
Rudenkova,587.4627667512879,3,1
Struhy,587.4327732946458,2,1
Papiernická,587.3474127246161,1,1
Osadská,587.1603845257545,2,2
Kráčiny,587.1392665661308,1,1
Gorazda Zvonického,587.0689112681118,2,1
Na Čerešňovom vrchu,587.0153788591755,3,1
Pod kopcami,586.998413973084,3,1
J. Matúšku,586.9772216840713,4,3
Pod Ostré,586.6325864393045,2,1
Nemečianska,586.5201110194906,1,1
Uzlovská,586.513597640399,8,1
Vukovarská,586.4749409375546,7,1
pre Jalovice,586.4594662880287,1,1
M. Kišša,586.3610492763254,5,1
Lázky,586.02227309119,1,1
Pavla Križku,585.8347169327743,6,1
Vŕbový rad,585.7077016285393,2,1
Lehôtka pod Brehmi,585.5801404510831,1,1
Skalická cesta,585.5695036014614,8,1
Parkové nábrežie,585.548744189578,3,2
Hrbok,585.4054515641849,3,2
Pri sýpke,585.3780059583353,3,2
Pod Krásnou hôrkou,585.342854379716,8,1
Driver 8,585.2932031238416,2,1
Hemerkova,585.2927557600999,2,1
Ferenca Vermesa,585.0274313094542,3,1
Kvetinárska,584.94257112515,6,1
Na Sitine,584.9342047767885,6,1
M. H. Chotekovej,584.8307614383406,1,1
Na Troskách,584.7074475093921,13,1
Pavla Koyša,584.7027454969561,3,1
Hroncova,583.9615723306338,7,1
Jednoradová,583.8781453216925,3,2
Janotova,583.7147898325455,9,1
Štúrov rad,583.2415743178511,3,1
Kolónie,583.2380313939796,2,1
Štvrtá šachta,582.7788866079367,1,1
Indačská,582.499175558662,1,1
Žombék,582.3655038715489,1,1
Tretia,582.1655247484733,4,4
Kyselý chodník,582.1055988235879,1,1
Športové námestie,581.9540401022224,13,2
stará cesta,581.4331818705358,2,2
Kráľovohoľská cesta,581.3893571737694,3,1
Plavárenská,581.3524296068315,2,2
Sestry Zdenky,581.1812430298336,2,1
Bahurina,580.8370361063187,2,1
Golianovská,580.7418414655156,1,1
Rabčekova,580.4957811430293,3,1
Moldavská,580.4423431706745,5,3
Gajdošská,580.3646907442993,3,1
Oráčska,580.3309337191919,2,1
Janovčíkova,580.2260867503646,4,1
Na Horke,580.1043788496761,1,1
Paulínska,579.9900367973347,3,1
Majerčíkova,579.8913848404545,1,1
Františka Kubača,579.5588511057225,3,1
Juraja Kmeťa,579.3961004605804,1,1
Brumovická,579.3868422480273,4,1
Na Skalici,579.3566432303936,2,1
A. Žarnova,579.2820069171285,4,2
Nad lomom,579.0567163376467,2,1
Júliusa Gábriša,579.0286551700681,4,2
Harasztos utca,579.0059929803649,1,1
Čínska,578.9984703820617,4,1
Na močidlách,578.9824029145142,1,1
Generála Viesta,578.8200809740541,4,1
Vtáčia,578.6984297980187,7,2
Parný mlyn,578.5562573330412,5,1
Jakobyho,578.4578632302982,3,1
Stará pečenická cesta,578.4223201331356,1,1
Pod Brabírkou,578.4197133291881,1,1
Táncsics Mihály utca,578.4142415550319,2,1
Rošického,578.2019458810128,6,2
Na Hoštáku,578.0942930916494,5,1
Pri garážach,578.0938701546801,3,2
Stružka,578.0930145731822,3,1
Námestie J. Vojtaššáka,577.8591487660503,4,1
Tretiny,577.8305411558188,1,1
Kráľovohoľská,577.7920527232181,2,1
Sobieski sétány,577.3754766502395,3,1
K. Jarunkovej,577.1241720238073,2,1
Kráľova,577.1060652223575,3,2
Dolné žobráky,577.0656644998667,1,1
Hlísno,576.9379100417881,1,1
Sokoľská,576.8070260752213,4,1
Maršala Koneva,576.7769915989463,6,1
Priezračná,576.2682537442168,2,1
Juraja Madunického,576.1960736823552,1,1
Novocabajská,576.1521135263541,3,1
Sesílešská,575.9051403588921,3,1
Szkolna,575.850307199886,2,1
Lintich,575.7263646476239,4,2
Pod Sitieňom,575.5811235600756,2,1
Prostredné,575.5578646400043,2,1
A. Rudnaya,575.4449349515219,2,1
cesta k pláži v Sielnickej zátoke,575.0291546397716,1,1
M. Hunyadiho,575.0078885513578,1,1
Perešská,574.90931663531,3,1
Ku kamennému stĺpu,574.5034922606369,5,1
Hulvinská,574.2361699094329,2,1
Čalovská,573.9580079813658,4,2
Pod Babylonom,573.8682441305402,3,1
Popod Bartka,573.8404875223914,1,1
V slatinách,573.3549822343296,3,1
Vrch ulica,573.2893625851589,1,1
Tbiliská,573.1018256472693,6,1
Za cementárňou,573.0682498938476,1,1
Ševcovská,572.8062924508072,3,1
Vysokoškolská,572.5589607063031,4,1
Veľkoveská,572.5387674650998,3,1
Podbrežná,572.4103821601041,1,1
I. Zrinyi,571.9768816539331,2,1
Richarda Bekessa,571.7538914444394,1,1
Hronské predmestie,571.7310057571715,3,2
Sv. rodiny,571.6992188214723,1,1
Dolná Roveň,571.6902060728494,1,1
Dolnia cesta,571.6443431931822,1,1
Zámocké námestie,571.59488600395,6,1
Nanebovstúpenie,571.4136680232939,1,1
Berzehorská,571.2802905918231,5,1
Sliváš II.,570.9752871120287,2,1
Stoldovka,570.9376819449619,3,1
Námestie sv. Štefana,570.8334802073674,4,2
Medzi jarky,570.7160965208266,1,1
Trangusova,570.7120712154882,5,1
Za Studenou,570.7120111913732,3,1
Luk,570.1666653146051,2,1
Jána Lačeka,570.0481184035987,2,1
Jánosa Aranya,569.5859014911439,3,1
Lovecká,569.5354045165319,2,2
Orechovská,569.3458234702607,9,1
Vinohradná,569.2983521538065,4,2
Štepničky,569.2039011057057,2,1
Sv. Huberta,569.1441618507614,6,1
Überfuhrstraße,568.9681864545121,1,1
Kormoránia,568.8325857736155,1,1
Bajkovská,568.6998803404631,1,1
Pod hrbom,568.5823462014029,2,1
Kapitána Jaroša,568.4177757659654,3,1
Schumerova,568.0658066745292,3,1
Máňanská,567.969714900828,1,1
Zadná hora,567.7781011027151,1,1
Orviský kút,567.683405715616,4,1
Pri Zúgove,567.5749385073732,4,1
Františka Oswalda,567.5383319535579,1,1
Kaštiel Pata,567.5219223421834,1,1
Obrody,567.4375170907848,4,1
K teplej stráni,567.2389187253355,2,1
Sady Cyrila a Metoda,567.163001782464,8,1
Sucháčkova,567.1505363716594,4,1
Lucenkova,567.10030934939,5,1
Belianske jazero,567.0726179100903,2,1
Pasienky,567.0530549231597,3,2
Ciglianska,566.9881877788873,3,1
Čerlinská,566.9818541563855,2,1
Ублянська вулиця,566.9321791656264,1,1
Poludníková,566.8577376608687,4,2
Rimavská,566.7457345450617,2,2
Zátočná,566.7441274579907,2,1
Odborárske námestie,566.6797108730324,17,1
N. Teslu,566.4649746546727,5,1
Králická cesta,566.4331781984451,3,1
Na ihrisku,565.9073649918561,1,1
Janka Matúšku,565.5990297614542,4,2
Čiga,565.4311430033237,2,1
na Krajčov vrch,565.368059276102,3,1
Streženická cesta,565.3589338315893,1,1
Vrakunská promenáda,565.2291647546332,1,1
Fazuľová,565.1469498900842,4,2
Madáčova,564.823330754298,3,1
val,564.7730558780825,4,1
Gubáň,564.7101409216837,2,2
Ladislava Dérera,564.6816856462403,5,1
Pribylinská,564.5694728327015,1,1
Trlenská,564.3488315642741,1,1
Močare,564.2787465516666,4,1
Gabajova,563.8598074129795,3,1
Vavilovova,563.7461314381313,5,1
Dielenská,563.615647973463,1,1
Bambusky,563.5767213660803,3,1
Dr. Bokesa,563.5499364209804,2,1
Záhradkárska osada Kuľbová I.,563.2148219374106,2,1
Inovačná,563.2054840472504,1,1
F. Kráľa,563.0008255169381,3,3
Nový valal,562.8044606144682,2,1
Ostrovského,562.7765898352013,1,1
Sadrovcová,562.6205187323201,5,1
Pri cintoríne,562.5706665794063,4,3
Čierne,562.5677811080177,1,1
Kijevská,562.3883897067161,3,1
Kôprovská,562.381248424002,4,1
Čat. Nebiljaka,562.2048426797913,2,1
Kutina,562.0597920148269,1,1
Kopca Tenkesa,562.0135275281801,3,1
Brigádnicka,561.9610165980779,3,3
Ríbezľová,561.8371308749979,4,4
Dr. Valacha,561.7518563017271,1,1
Vajsková,561.688503485716,1,1
Klinček,561.502581130264,1,1
Iľanovská,561.4128149921579,4,1
Puchovská,561.3786212625039,4,1
Kalcitová,561.3324660296986,4,1
Palárikov rad,561.1504325803045,5,1
Plánková,561.1422270769157,3,2
Medzilaborecká,560.965475631328,3,1
23. januára,560.9387862402568,1,1
Svätušská,560.8847774626092,2,1
Ľ. Zúbka,560.835806808059,2,1
Na Plzák,560.7324580883203,1,1
Stredný Riadok,560.2771275328931,4,1
Zornička,560.2030667096998,6,1
Ostružinový chodník,559.678122764733,5,1
Karola Kašjaka,559.5826968564913,3,1
Jazvinská,559.4249795284381,1,1
Rajčuchy,559.1459523606236,1,1
Licionská,559.0642809170753,1,1
Pod Šípkovým vrchom,558.9840286840986,2,1
Bačkovská,558.9022983180412,1,1
Hlubockého,558.901419725712,4,1
Námestie sv. Cyrila a Metoda,558.866115527416,4,3
Obrancov Mieru,558.8388257088616,8,1
Jozefa Strečanského,558.512435113615,1,1
Vojtecha Spanyola,558.4936072114637,8,1
Dankó Pista út,558.4246737832375,2,2
Čigérska,558.3314532426323,1,1
Dobrovoľnícka,558.118965242603,4,1
Béžová,558.0791710836119,4,2
Na Zongorke,557.9870383724513,3,1
Pod Rajtrom,557.9645168749038,3,1
Attilu Józsefa,557.74710084635,2,2
Na Dujave,557.5889383420455,6,1
Fialkové údolie,557.5867029535648,3,1
Vojvodcu Árpáda,557.5284437610243,2,1
Pytliacka,557.4430646861035,1,1
Sigetská,557.381429765914,3,1
Aleja Zakochanych,557.2617532457573,3,1
Huštácka,557.1585612638867,2,1
Studený rad,556.9849190535955,2,1
Oranžová,556.6247027348581,1,1
Konkolyho,556.1644938837114,2,1
Dr. Ľ. Okánika,556.0705293136659,4,1
Petejovská,556.0338329771128,7,1
Sídlisko Pri Prameni,556.0274925347126,3,1
Skerešova,555.7410263772974,1,1
Ipolyszögi utca,555.5784463177636,1,1
Podvrch,555.2563231723417,1,1
28. marca,555.1928386384461,1,1
Hadovská cesta,555.1861987259584,7,1
Kráľa Mateja,555.1840055308187,3,2
Kračanská,554.9242592182549,2,1
Софіївська вулиця,554.9059399749169,1,1
Majere,554.653978398407,5,2
Krížno,554.6489495038503,4,1
Velehradská,553.9998884203084,4,1
Pri smaltovni,553.8993744902498,5,1
Budzínska,553.8048400223311,4,1
Svätého Floriána,553.4828390366908,3,3
Agátova,553.2561083498119,2,2
Čuntava,553.2492120155309,4,1
Dargovských hrdinov,553.1753150474743,2,1
Štadlerovo nábrežie,553.0684819465184,3,1
Na Vladárke,553.0466868558362,3,1
Imatra,553.021354788701,4,1
U Čajkov,552.9738895656607,2,1
Pod Sečnom,552.7471995772539,2,1
Pod Skalicu,552.371212238334,1,1
Chyzerova,552.0301026619564,3,1
Pod Kusou horou,551.6909015622971,2,1
Sverepec,551.5277114153175,1,1
Jarabinová,551.4938674020487,4,4
V. J. Gajdoša,551.0339409851538,1,1
Gen. mjr. Antona Petráka,551.0244448121562,1,1
Trolejbusová,550.9742174088092,1,1
Pri Jelšine,550.9419454306776,2,1
Nanterská,550.9255442950572,3,1
Paseky,550.7119396865271,4,1
Pod Bystercom,550.7081876655793,1,1
Horná Vančurova,550.613710737341,3,1
Veľká krivá,550.2161501002263,1,1
Lesík delostrelcov,550.1753164333915,11,1
Na dolnom konci,550.1088691446247,1,1
Riečiny,549.888022871638,4,1
Janšákova,549.6370486813144,2,2
Modré zeme,549.3682435794844,3,1
Ing. O. Kožucha,549.3272313291832,6,1
Na aleji,549.3053316281537,1,1
Pri Podlužianke,549.2428307721684,6,1
Južanka,549.1725584789419,1,1
Dielno,549.0594901081079,1,1
Geríb,549.0495751317642,2,1
Fedinova,548.6637316707373,3,1
Germánska,548.623791161235,2,2
Stará zelená značka,548.5470610130815,1,1
Nižné fabriky,548.3939506386382,1,1
Na pasekách,547.9143185915996,3,1
Slávičie chodníky,547.8088692363091,7,1
Krajňanská,547.7887770731681,9,1
Pri Rybníku,547.593811555496,1,1
Poľanová,547.5823271902536,2,1
Štepničná,547.4664895308292,1,1
Evy Kostolányiovej,547.3415099183095,5,1
Bory,547.3196209749899,6,1
Spišská Kapitula,547.1891010523836,8,1
Ondrášovské skaly,546.4651723234867,1,1
Dóžova,546.1831669725194,1,1
J. Psotného,546.1824366305885,3,1
Matušovičovský rad,546.1503355132469,2,1
Štedrá,546.1039587319549,1,1
Š. Záhorského,545.9221667267539,2,1
Karola Duchoňa,545.8245247858276,3,1
Gráfova,545.8134270766627,3,1
Jána Gustiniho,545.75906232341,2,1
Slavianska,545.7463530481142,1,1
Prieložná cesta,545.6465408621045,1,1
Ulica mládeže,545.6344528935462,3,1
Béke tér,545.1098312713864,6,1
Rudolfa Geschwinda,545.0902737019707,1,1
Velvarská,545.0210143118919,3,1
K jaskyni,544.9606947245052,3,1
F. Kapisztóryho,544.9603241522365,6,1
Júlová,544.5817397368567,4,2
Kolárska,544.5593393744468,4,3
Staré Konopisko,544.5010581664341,2,1
Ignáca Juračku,544.4884402682957,5,1
Dvojrad,544.4215106462926,1,1
Pri kostole,544.2196879643984,4,2
M. Schmidta,543.919939044372,1,1
Jiskrova,543.8861751636055,4,3
Na Barinách,543.7767105983855,4,2
Kotlárska,543.7683887896155,4,1
Kellerova,543.2368069875943,4,1
Pod salašom,543.0507449454764,2,1
Slovenského raja,542.844490274276,10,1
Stankovská,542.8342406088674,1,1
Štefana Moysesa,542.8304935671501,2,1
Markov laz,542.7786346416196,3,1
Kerta,542.729840283448,1,1
Pastovnícka,542.7150512267111,1,1
Nad prístavom,542.4352092884648,5,1
Jakabova,542.2500579589553,4,1
Szent-Györgyi Albert út,542.1704881563804,1,1
Dekana Dúbravického,541.8797832158272,3,1
Hradečnica,541.7282945199472,1,1
Zábiedovská,541.6707626777002,2,1
Galanovec,541.3214552967788,1,1
Poliačikova cesta,541.2577370189408,3,1
Olejkárska,541.1493035074132,9,2
Tatranská cesta II,541.1208582802344,1,1
Schengenská,540.8540498450927,1,1
Františkánov,540.7852587719252,5,2
Aranyember utca,540.7290835856182,4,1
Dlhoveská,540.633953701237,5,1
Ostružinová,540.4680853678119,3,2
Osvienčimská,540.4111799704244,3,1
Pod Zámkom,540.3580527635615,3,1
Nécseyho,540.3475413546327,2,1
Čurgov,540.2319650925025,1,1
Záporožská,540.0838781306536,4,1
Lotyšská,539.9905170095894,1,1
Arpáda Felcána,539.9630595903374,4,1
Nemčíkova,539.7646863167889,3,2
Sídliště,539.5692931950475,4,1
Zvončianska,539.4991765494648,1,1
Pri Bytovkách,539.3736133532384,5,1
Prejazd možný s obmedzením,539.3237899484507,2,1
Bedľová,539.1533183738505,4,3
Za Majerom,539.0414125361904,1,1
Za Rybárska,538.380033047607,3,1
Ota Holúska,538.3538949712258,1,1
F. Madvu,538.1839734096557,4,1
Za oravcom,538.0260484368408,3,1
Zaháje,537.6938246012677,1,1
Staničný obvod,537.5542808835283,5,1
Mikuláša Koperníka,537.3687994041746,2,1
Juliusa Fučíka,537.214772919013,1,1
Pod Brezinkou,536.7469162805086,2,1
Za uličkou,536.7313222219243,2,1
Dr. Greša,536.41208374918,1,1
Krížová,536.3185222655561,3,3
Na Chríbe,536.300146506853,2,1
Námestie Francúzskych partizánov,536.161794520052,11,1
Šuty,536.1293770451631,2,1
Bečov,536.1231208363453,2,1
Ranná,535.7202819272086,1,1
Výstranky,535.7148741360426,1,1
Šafranická,535.4397599344112,2,2
Klinec III.,535.3940614006633,1,1
Nábrežie generála Milana Rastislava Štefánika,535.3661191519504,7,1
Krachgasse,535.3007637783518,1,1
Horáreň,535.269696945559,1,1
Kozlovská,535.2104713267732,5,1
Pršianska cesta,535.088491382239,2,1
Viničná dolná,534.9864195723267,2,1
Ku horárni,534.9304999477146,1,1
Hubinská,534.8592780239223,2,1
Lackovská,534.8237852228344,5,1
Adamovka,534.6719125589244,3,1
Maybaumova,534.3912184180164,3,1
Damjanichova,534.3110846801535,2,1
Peserany,534.1583708625745,1,1
Agrárna,534.1174386322807,3,1
Maloidanská,533.8035806372297,2,1
Pod rybníkom,533.7289317454442,3,2
Lichnerova,533.6572615971229,2,1
Popri mlyne,533.4766168552759,2,1
Struhárova,533.3177073267922,2,1
Cesta Gemerských Žriediel,532.9654748958914,4,1
Modranský ovocinársky chodník,532.8432620206762,1,1
Mestský Majer,532.7789103594653,10,1
Samota Arpád,532.6960922626546,1,1
Ivachnová,532.6953144244115,1,1
Závodu Matador,532.6857089930506,4,1
Sauberg,532.4091559483265,4,1
Na prednom Záhumní,532.2903071187274,1,1
Kolejákova,532.0357969243346,4,1
P. I. Čajkovského,531.9015892881703,3,1
Bedřicha Smetanu,531.8023425797373,1,1
Stará tehelňa,531.7223328994912,2,2
Papradia,531.4460286201585,1,1
Bendíkova,531.4459918693805,4,1
Na pílu,531.4267211920275,1,1
Pod Poľanou,531.4223917317333,1,1
Cesta do tehelne,531.294760238701,6,1
Nemečkovská cesta,531.1202301853854,2,1
Pri Habánskom mlyne,530.9951760998414,6,1
Teplá Voda,530.9113348809603,2,1
Márie Zajacovej,530.5574315644382,3,1
Iňská,530.0593213998848,3,1
na Kopu,529.7713217553727,1,1
Debraďská,529.4702111173699,3,1
Námestie Kossutha,529.4399190277724,11,1
Na výslní,529.3315895065175,2,2
Sedliackeho povstania,529.2290288928638,4,1
Liehovarská,529.1434385610611,2,2
Pažica,529.1408866497494,5,1
Chmelník,528.9617253924963,1,1
Bánovecká,528.9488091791261,3,1
Námestie Odborárov,528.8659103529444,6,1
Malomágerská cesta,528.6373328213449,3,1
Ružová osada,528.6064123937483,1,1
Leningradská,528.6026162510907,4,2
Baluvka,528.3758505009731,1,1
Pri Slanej,528.3265573241833,3,1
Cez ohrady,528.1309476497959,3,1
Dolinka,528.1128760391334,4,2
Vendelína Javorku,527.9232464728625,8,1
Palinová,527.6063241468495,2,2
Maloorviská,527.515550044142,1,1
Námestie Kpt. Nálepku,527.4377022346257,6,1
Makovického,527.4111151475405,3,3
Weberova,527.3201672727705,7,2
Alex. Trizuliaka,527.2790671197654,1,1
Velčická,527.1060580756827,1,1
Obsolovská,527.0217105237978,2,1
Hadabuda,526.9337449615302,3,1
Lehárova,526.6706395575575,4,2
Hornohájska,526.67014671708,1,1
Auréliova,526.5565145567637,5,1
Medvedia Štôlňa,526.340311380103,1,1
Zombova,526.3340342785124,6,1
Syslia,525.981476866544,2,1
Fedákova,525.9305742152328,3,1
Tepličná,525.8950995626187,3,1
Stará Ivanská cesta,525.7921554002498,5,1
Cesta k vodojemu,525.7873496731073,3,1
Korytňanská,525.6597689965695,3,1
Ľubľanská,525.2888343050256,4,2
Do Stávku,525.2063150361885,5,1
Pribinove sady,525.138485982468,8,1
Kopčáková,524.9970970267143,2,1
Na Skalu,524.8413172069849,1,1
Dúbrava,524.6672299416957,4,2
Hromová,524.2531035884729,2,1
Hutianska cesta,524.1591522038802,4,1
Ladislavov dvor,524.0539771421595,3,1
Pod Sordokom,523.9020423198291,3,1
Svätej trojice,523.8841594546215,2,2
Za sadmi,523.597105150892,3,1
Ordódyho,523.4846239869211,1,1
C. Baňka,523.2931464405304,2,1
D. Millyho,523.2887730127521,3,1
Dr. Herza,523.2129887070521,3,1
Hálova,523.0285906252501,2,1
Dr. Špirka,522.9659835813144,1,1
Drienková,522.691064278369,5,3
Pri Teleku,522.6761638446836,2,1
Nad baňou,522.4730540477965,2,1
Beňadická,522.4098786789716,2,1
Šomodská,522.3875203450125,1,1
Krupinská,522.3437816115324,3,2
Dražická,522.2387120405317,3,1
Mičurinova,522.1742019687954,3,1
Gen. Petrova,522.1124546156154,2,1
Vrbovec,522.043264934915,1,1
Majerky,521.9365325170991,6,1
Oškerdská cesta,521.8040022533405,3,1
Galantská,521.7039430248713,8,1
Kútovská,521.3835455822883,4,2
Debnárska,521.3275815059711,2,1
Benická,521.2264776542155,1,1
S. Tomášika,521.0580778607113,3,2
Luhačovická,520.911079300053,2,1
Gašparíkova,520.8296186483185,4,1
Farárske,520.8196308548731,2,1
Hargašova,520.6922543565145,4,1
Vysokohorská,520.4711920262644,7,1
Podskaličná,520.3582214441898,3,1
Kostrova,520.3360583412414,1,1
Za depom,519.9951447901968,2,1
Kuneradská,519.993423822234,2,2
Náhradné pole,519.977234211723,3,1
Námestie Iglovia,519.807131094572,4,1
Jánovecká,519.738052196285,10,1
Š. Závodníka,519.7282067184702,5,1
Stará Hájska cesta,519.6649218337056,2,1
Selyeho,519.6278950445901,4,1
Bajanova,519.2109933212527,2,1
Povstalecká cesta,519.0333368765853,4,1
Aljašská,518.7946316729574,1,1
F. Zupku,518.7021985274097,3,1
Pod Tópartom,518.3935027895336,2,1
Komárno,518.2957215639904,3,1
L. Amadého,518.1678874732572,3,1
Kmeťka,517.96907398345,2,1
Vitálišovská,517.9099135125971,2,1
Priemyselný areál,517.7800195890378,1,1
Dr. J. Budayho,517.7449960781905,1,1
Rovné,517.6077114992215,2,2
Gančházska,517.5252691160823,3,1
Stredná Hôrka,517.2727147476259,3,1
Pod Urbanom,516.8263532287095,4,1
Gašparovec,516.1768409827997,4,1
Československých letcov,516.1502959990866,1,1
Bavlnárska,516.1463138336095,3,1
Ľuda Zúbka,515.8322058948244,2,2
1. alej,515.3875494249943,4,1
