name,total_m,segments_count
Zeleninová,611.3217896625769,3
Pezinské Záhumenice,611.1570352609189,3
Na Kopanici,611.0866528513506,2
Novozáhradná,610.9755145286754,3
Kirejevská,610.7803420544519,5
Osava Hajasovci,610.4850083706169,3
Budapeštianska,610.3006539906073,4
Zahradná,610.2916159942713,1
Krôn,609.8897783675279,3
Most Belá,609.7198746496917,2
K Horánskej studni,609.4681601129657,5
Sosnová,609.0997800979508,6
Ottlýkovská,609.0889423673727,4
Matice Slovenskej,608.940089954805,3
Kajakárska,608.8984722989654,4
F. Engelsa,608.7982409553023,4
Rustaveliho,608.5832943388704,4
Kovács utca,608.5100603229005,2
Nábrežie Hornádu,608.3939592065962,4
Semenárska,608.288279841644,3
Hamrovská cesta,608.033899158175,1
Peter,607.8665905895807,1
Park mládeže,607.8278555156502,7
Na Kopánke,607.8040716239011,3
Vasút utca,607.7890480477622,4
Pančova,607.692168389155,1
Sv. Trojice,607.5946043715854,5
Burgundská,607.4753803610987,6
Smižianska,607.425688964763,1
K Zornici,607.3677805501916,3
Lidické námestie,607.3103803019122,3
Kajsa,607.0984228902105,2
Chemikov,607.0770483579761,5
Danov vrch,607.0707063167674,1
Lubina,606.8285875713042,6
Karlov,606.8227743494888,1
Merovská,606.4721278788122,3
Adama Trajana,606.3452559764821,6
Pirte,606.3206572703074,1
Klemensova,606.3122098392814,5
Branická cesta,606.2824700455783,1
Na zadnom Záhumní,605.9706672266179,2
Pod Furčou,605.9696873080793,8
Kiss út,605.8748573969432,1
Собранецька вулиця,605.5269646709835,2
Očovská cesta,605.4896595917199,1
Farmárska,605.4089188752146,4
Novodvorský rad,605.3915666213419,2
Kossuth kert,605.1167866146183,1
A. Medňanského,605.0066241126718,1
Napervillská,604.737727481373,13
Nábrežie Rimavy,604.4516618177706,2
Janouškova,604.2553837006558,5
Stará Teheleň,604.0048987929976,5
Na Sahare,603.5298568460148,3
Maršála Malinovského,603.4528616825228,4
Pod rotbánom,603.4090517411023,1
Flisacka,603.1766550735917,2
Lekárenská,603.0483049965978,2
Horné Záhumnie,603.0479619292455,4
Račnica,602.935372965733,12
turista út,602.8492543194459,1
Pri akadémii,602.638837647959,3
Majorháza,602.5158517167924,2
Dvor Berek,602.4652432925346,1
Ema Bohúňa,602.444408899163,3
Leitne,602.3976337197882,2
Svätej Anny,601.990644941078,2
Baníkov,601.7133736189278,5
Logistického parku,601.6596837734077,1
Kyseľovo,601.420539341892,7
Bystričianska cesta,600.9194241965276,5
Na Hornom konci,600.7690325006329,4
Pavla Kyrmezera,600.6600427536928,5
29. januára,600.6330630175756,1
A. Jedlika,600.4508460617781,4
Za Ľutinkou,600.299062821993,2
Žikavecká,600.2771528049391,1
Písniky,600.260602505505,4
Chrapčiakova,600.2325506038251,3
Semjénska,600.2046485957728,6
Na hriadkach,600.1929567770638,4
Do Roháča,600.1857288516089,2
Mateja Encingera,600.1203912391254,9
Beňovského,600.0523353294057,7
Stodolná,599.7823571714744,1
Pražské námestie,599.5878310854722,4
Výšlapka extrém,599.1858395232848,1
Holešovská,599.0213251601285,2
Stolárska,598.7084046974957,5
Slovinec,598.0112371345136,4
Skalnatá,597.9296669804717,4
Ku Gáborke,597.9004708795213,2
Námestie Štefana Moyzesa,597.8361347470199,11
Segnerova,597.7844874007477,7
Pri Čarde,597.6691712960272,3
Malozáblatská,597.6305654105142,4
Jána Sambucusa,597.4944282188005,6
Katapán utca,597.2017896349896,1
Majer Biffar,596.838269808683,1
EuroVelo 11,596.7343678179785,1
Zborovská,596.580440083907,8
Sídlisko 6. apríla,596.434984144953,6
Kert utca,596.3844838869677,3
Štepánkovická,596.378945809603,3
Majerná,596.1828041561535,1
Borošova,596.1687176089098,3
Námestie M. Pajdušáka,596.076594509048,6
Cesta pri železnici,595.9639594485776,2
Bécsi út,595.9581575921666,3
Monarská alej,595.866703593294,2
Karpatské námestie,595.8325627914596,4
Breh,595.8233524161152,7
Madaras,595.5561392503689,2
Novobanská,595.4506308177927,2
Dobráňska,595.3622320075049,1
Cesta k lesu,595.215208501375,5
Kolč,595.1642558018891,1
Batizovská próba,595.1036402962415,2
Matiašova cesta,595.0446131379795,1
J. Kármana,594.8655528005066,6
Most Valy,594.4105746766434,1
Gútska cesta,594.3126408066248,3
Hornov,594.098060534123,1
Nad parkom,594.0655820515613,4
Kameňolom,593.9723915728823,1
Kpt. Weinholda,593.9161264256122,6
Hviezdoslavov rad,593.4727195836055,4
Mostíková,593.4657533270556,1
Družicová,593.2748003209811,5
Jána Hunyadiho,593.2511289079124,3
Bellušova,593.1509345093677,1
Byštianska,593.0553643070034,3
Cesta pod Banskou,592.9806516361634,3
Ságelská,592.7699972859898,2
Turzova,592.4304955692044,2
Martinengova,592.1983918170016,6
Na Uhlisku,592.1769020219939,4
Cádrova,592.0877561651251,6
Kotoška,592.0040050177286,1
Rýnska,591.9023058457225,3
Šopornianska,591.8952478947296,1
Bulíkova,591.7098909141732,4
Rajtákova,591.6539379028561,5
Donátová,591.3201771523959,2
Blumentálska,591.0703571818758,9
Pod univerzitou,590.9769778417024,5
Čutkovská,590.8923356491367,2
Dlhé lúky,590.6034817398897,2
K amfiteátru,590.2512630354045,4
Klátovská cesta,589.9308353128038,2
Paulínyho,589.4808231310931,4
Šandalská,589.3347271458294,3
Priemyslová,588.9860524963271,3
Mihálska,588.9066359659248,1
Bohuslava Tablica,588.8427567142558,3
Na lánoch,588.8363463187344,4
Zlatná,588.7223951688401,5
Bielocerkevská,588.5527559856786,5
Rooseweltova,588.2211278104015,2
Papiernická,587.7568800084989,1
Pod kopcami,587.5395128835628,3
Struhy,587.4327732946458,2
Rudenkova,587.4143951575855,3
Osadská,587.1603845257545,2
Kráčiny,587.1392665661308,1
Gorazda Zvonického,587.0689112681118,2
Na Čerešňovom vrchu,587.0153788591756,3
J. Matúšku,586.977223478651,4
Pod Ostré,586.6325864393045,2
Nemečianska,586.5201110194906,1
Uzlovská,586.513597640399,8
Vukovarská,586.4749661123594,5
pre Jalovice,586.4594662880287,1
M. Kišša,586.3610492763254,5
Lázky,586.02227309119,1
Na Dielnici,585.925818928881,3
Petrovičovo nábrežie,585.753032783693,3
Vŕbový rad,585.7077016285393,2
Lehôtka pod Brehmi,585.5801404510831,1
Parkové nábrežie,585.548744189578,2
Pri sýpke,585.3780059583352,3
Pod Krásnou hôrkou,585.3428543782817,8
Skalická cesta,585.3041293525306,8
Driver 8,585.2932031238416,2
Hemerkova,585.2927557600999,2
Pavla Križku,585.2168586926023,6
Kvetinárska,584.9425915781248,6
Hroncova,584.875917825122,6
M. H. Chotekovej,584.8307614383406,1
Na Troskách,584.707447509392,13
Pavla Koyša,584.7027454969561,3
Jednoradová,583.8781451581508,3
Štúrov rad,583.2415743178511,3
Kolónie,583.2380313939796,2
Štvrtá šachta,582.7788866079367,1
Indačská,582.4991738273243,1
Tretia,582.4056418369091,4
Žombék,582.3655038715489,1
Kyselý chodník,582.1055988235879,1
Športové námestie,581.9540266443456,9
Na Sitine,581.8024624668658,4
Framborok,581.5580910270718,1
Ostrov,581.4792025254953,8
Kráľovohoľská cesta,581.3893571737694,3
Plavárenská,581.3524296068315,2
Sestry Zdenky,581.1812430298336,2
Golianovská,580.7418414655156,1
Rabčekova,580.4957811430293,3
Moldavská,580.4423431706745,5
Gajdošská,580.3646907442992,3
Oráčska,580.3309318668146,2
Janovčíkova,580.2712299946328,3
Na Horke,580.1043788496761,1
Paulínska,579.9900367973347,3
Majerčíkova,579.8913848404545,1
Janotova,579.6922320716176,9
Františka Kubača,579.5588511057225,3
Juraja Kmeťa,579.3961004605804,1
Na Skalici,579.3566432303936,2
A. Žarnova,579.2820069171285,4
Stará pečenická cesta,579.129996595884,1
Nad lomom,579.0567163376467,2
Júliusa Gábriša,579.0286551700681,4
Harasztos utca,579.0059929803649,1
Na močidlách,578.9824029145142,1
Parný mlyn,578.5562573330412,5
Táncsics Mihály utca,578.4142415550319,2
Generála Viesta,578.2950750058967,4
Čínska,578.1016436812954,4
Na Hoštáku,578.0942930916494,5
Pri garážach,578.0938701546801,3
Stružka,578.0930145731822,3
Jakobyho,577.9724711708269,3
Markov,577.9574804158746,1
Námestie J. Vojtaššáka,577.8591454372514,4
Kráľovohoľská,577.7920527232181,2
Tretiny,577.6113407677057,1
Sobieski sétány,577.3754766502395,3
K. Jarunkovej,577.1241718443293,2
Kráľova,577.1060652223575,3
Dolné žobráky,577.0656644998667,1
Hlísno,576.9379100417881,1
Sokoľská,576.7960365564292,4
Banšelova,576.7567178532452,5
Priezračná,576.2682537442168,2
Juraja Madunického,576.1960736823552,1
Maršala Koneva,576.1710045491434,6
Novocabajská,576.1521135263542,3
Szkolna,575.9056001593935,2
Sesílešská,575.9051403588921,3
Lintich,575.726364647624,4
Prostredné,575.5578646400043,2
A. Rudnaya,575.4449349515219,2
Sliváš II.,575.068263520997,2
cesta k pláži v Sielnickej zátoke,575.0291546397716,1
M. Hunyadiho,575.0078873956653,1
Hrbok,574.9781155512142,3
Perešská,574.90931663531,3
Tbiliská,574.7469851415481,6
Ku kamennému stĺpu,574.5034922606369,5
Hulvinská,574.2361699094329,2
Richarda Bekessa,574.2022595419204,1
Čalovská,573.9580079813658,4
Podbrežná,573.9129479508421,1
Pod Babylonom,573.8682441305402,3
Popod Bartka,573.8404875223914,1
V slatinách,573.3549822343296,3
Vrch ulica,573.2893625851589,1
Za cementárňou,573.0682498938476,1
Ševcovská,572.8062924508072,3
Vysokoškolská,572.5508801842091,4
I. Zrinyi,571.9768816539331,2
Hronské predmestie,571.7310057571715,3
Dolná Roveň,571.6902060728494,1
Zámocké námestie,571.59488600395,6
Nanebovstúpenie,571.4136680232939,1
Berzehorská,571.2802905918231,5
Stoldovka,570.9376819449619,3
Námestie sv. Štefana,570.8344228108591,4
Medzi jarky,570.7160965208266,1
Trangusova,570.7120712154881,5
Za Studenou,570.7120111913733,3
Lovecká,570.6190920311842,2
Pod Sitieňom,570.2435128125144,2
Sv. Huberta,570.0536191135794,6
Jánosa Aranya,569.5859014911439,3
Orechovská,569.3458234702607,9
Vinohradná,569.2983521538066,4
Na Hradisko,569.2549429603118,2
Štepničky,569.2038991920465,1
Luk,568.9976954434898,2
Überfuhrstraße,568.9681864545121,1
Kormoránia,568.8325857736155,1
Bajkovská,568.6998803404631,1
Pod hrbom,568.5823462014029,2
Kapitána Jaroša,568.4177757659653,3
Schumerova,568.0658066745291,3
Máňanská,567.969714900828,1
Jána Lačeka,567.8596324627613,2
Zadná hora,567.7781011027151,1
Orviský kút,567.683405715616,4
K teplej stráni,567.5915737570767,2
Františka Oswalda,567.5383319535579,1
Kaštiel Pata,567.5219223421834,1
Brumovická,567.4835440791752,4
Obrody,567.4375146817755,4
Valal,567.2217806298784,1
Sady Cyrila a Metoda,567.1630017824639,8
Sucháčkova,567.1505363716594,4
Lucenkova,567.10030934939,5
Pasienky,567.0530549231597,3
Ciglianska,566.9881877788873,3
Čerlinská,566.9818541563855,2
Ублянська вулиця,566.9321791656264,1
Eduarda Penkalu,566.9189666616433,2
Poludníková,566.8577376608687,4
Rimavská,566.7457345450617,2
Zátočná,566.7441274579907,2
Odborárske námestie,566.6797108730324,17
N. Teslu,566.4649746546727,5
Rošického,566.0533128221501,3
Na ihrisku,565.9073649918561,1
Janka Matúšku,565.5990297614542,4
Čiga,565.4311430033237,2
na Krajčov vrch,565.368059276102,3
Streženická cesta,565.3589338315893,1
Vrakunská promenáda,565.2291647546332,1
Fazuľová,565.1854225404073,4
Vtáčia,565.1735782622869,6
Madáčova,564.823330754298,3
val,564.7730558780825,4
Gubáň,564.6927197794814,2
Ladislava Dérera,564.6816856462403,5
Pribylinská,564.5687326949096,1
Trlenská,564.3488315642741,1
Gabajova,563.8684819616944,3
Vavilovova,563.7461314381313,5
Dielenská,563.615647973463,1
Bambusky,563.5767213660803,3
Dr. Bokesa,563.5499364209804,2
Sv. rodiny,563.3539893855477,1
Záhradkárska osada Kuľbová I.,563.2148219374106,2
Inovačná,563.2054840472504,1
F. Kráľa,563.0008255169382,3
Nový valal,562.8044606144682,2
Ostrovského,562.7765889092813,1
Sadrovcová,562.6205187323201,5
Pri cintoríne,562.5706665794064,4
Čierne,562.5677811080177,1
Kijevská,562.3883897067161,3
Kôprovská,562.381248424002,4
Iľanovská,562.2464116692863,4
Čat. Nebiljaka,562.2048426797913,2
Kutina,562.0597920148269,1
Kopca Tenkesa,562.0135275281801,3
Brigádnicka,561.9610165980779,3
Ríbezľová,561.8371308749979,4
Klokočinská,561.8200269254495,1
Veľkoveská,561.7716463272687,1
Dr. Valacha,561.7518563017271,1
Vajsková,561.688503485716,1
Puchovská,561.3786212625039,4
Palárikov rad,561.1504325803045,5
Plánková,561.1422270769157,3
Medzilaborecká,560.965475631328,3
Svätušská,560.8847774626092,2
Ľ. Zúbka,560.835806808059,2
Na Plzák,560.7324580883203,1
23. januára,560.6162163893562,1
Stredný Riadok,560.2771275328931,4
Zornička,560.2030802049567,6
Pyritová,559.7875568456166,5
Karola Kašjaka,559.5826968564915,3
Jazvinská,559.4249795284381,1
Rajčuchy,559.1459523606236,1
Licionská,559.0642809170753,1
Pod Šípkovým vrchom,558.9840286840986,2
Bačkovská,558.9022983180412,1
Hlubockého,558.901419725712,4
Štadlerovo nábrežie,558.8940884489866,3
Námestie sv. Cyrila a Metoda,558.866115527416,4
Obrancov Mieru,558.8388257088617,8
Jozefa Strečanského,558.5119306319041,1
Vojtecha Spanyola,558.4924668632477,8
Dankó Pista út,558.4246737832375,2
Tabán,558.3906614825853,2
Čigérska,558.3314532426323,1
Dobrovoľnícka,558.118965242603,4
Béžová,558.0791710836119,4
Na Zongorke,557.9870383724513,3
Vojvodcu Árpáda,557.8414124480845,1
Attilu Józsefa,557.74710084635,2
Na Dujave,557.5889377367737,6
Fialkové údolie,557.5867019951588,3
Pytliacka,557.4315075498639,1
Sigetská,557.381429765914,3
Aleja Zakochanych,557.2617532457573,3
Huštácka,557.1585612638867,2
Ostál,557.1512979388999,1
Studený rad,556.9849190535955,2
Oranžová,556.6247027348581,1
Sídlisko Pri Prameni,556.4098207158235,3
Pri Zúgove,556.2430012840675,4
Dr. Ľ. Okánika,556.0705293136659,4
Petejovská,556.033829682932,6
Do Stávku,555.8383622600003,5
Pod Rajtrom,555.8073276379869,1
Skerešova,555.7410263772974,1
Ipolyszögi utca,555.5784463177636,1
Močare,555.3054233416754,4
Podvrch,555.2563231723417,1
28. marca,555.1928386384461,1
Kráľa Mateja,555.1845075065934,3
Hadovská cesta,555.1111177586105,6
Kračanská,554.9242592182549,2
Софіївська вулиця,554.9059399749169,1
Majere,554.6539783984069,5
Krížno,554.6489495038503,4
Velehradská,553.9997434862114,3
Pri smaltovni,553.8993744902498,5
Pod Sečnom,553.8695181463253,2
Nižné fabriky,553.852691327581,1
Konkolyho,553.7931030294287,2
Svätého Floriána,553.4828390366908,3
Agátova,553.2561083498119,2
Čuntava,553.2492120155309,4
Dargovských hrdinov,553.1753150474743,2
Imatra,553.021354788701,3
U Čajkov,552.9738895656607,2
Na Barinách,552.6109893130808,3
Sauberg,552.4790715397692,4
Evy Kostolányiovej,552.1256072052925,1
Chyzerova,552.0301026619564,3
Pod Kusou horou,551.6909015622971,2
Sverepec,551.5277114153175,1
Trolejbusová,551.0954795113881,1
V. J. Gajdoša,551.0339409851538,1
Gen. mjr. Antona Petráka,551.0244448121562,1
Pri Jelšine,550.9419553692773,2
Nanterská,550.9255438906022,3
Paseky,550.7119396865271,4
Horná Vančurova,550.613710737341,3
Veľká krivá,550.2161501002263,1
Lesík delostrelcov,550.1753164333916,11
Na dolnom konci,550.1088691446247,1
Riečiny,549.888022871638,4
Modré zeme,549.3682435794844,3
Ing. O. Kožucha,549.3272313291832,6
Dielno,549.2547172721726,1
Pri Podlužianke,549.2428444791307,5
Ferenca Vermesa,549.1523498411125,3
Geríb,549.0495751317642,2
Fedinova,548.6635821443637,3
Germánska,548.623791161235,2
Ondrášovské skaly,548.4266253978353,1
Pod Bystercom,548.1275452737211,1
Na pasekách,547.9143185915996,3
Krajňanská,547.7887770731681,9
Pri Rybníku,547.593811555496,1
Poľanová,547.5823271884962,2
Štepničná,547.4664885826827,1
Bory,547.3196209749899,6
Spišská Kapitula,547.0599549483387,8
Na aleji,546.8163753458748,1
Palugyayho,546.628655523065,1
Jarabinová,546.570235275853,4
Prieložná cesta,546.2297693100847,1
Dóžova,546.1831669725194,1
J. Psotného,546.1824366305885,3
Matušovičovský rad,546.1503355132469,2
Štedrá,546.1039587319549,1
Stará zelená značka,545.9892400473724,1
Š. Záhorského,545.922189317078,2
Karola Duchoňa,545.8245247858276,3
Gráfova,545.8134250683854,3
Jána Gustiniho,545.75906232341,2
Slavianska,545.7463530481142,1
Ulica mládeže,545.6344515713781,3
Béke tér,545.1098312713864,6
Rudolfa Geschwinda,545.0902737019707,1
F. Kapisztóryho,545.0575669878069,5
Júlová,544.5817397368567,4
Kolárska,544.5593393744468,4
Staré Konopisko,544.5010581664341,2
Ignáca Juračku,544.4884397745527,3
Dvojrad,544.4215106462926,1
Slávičie chodníky,544.2641930086525,7
Pri kostole,544.2196879643983,4
Jiskrova,543.8802302254278,4
K jaskyni,543.7924818961659,3
Kotlárska,543.7683867974735,4
Velvarská,543.6257865426877,3
Kellerova,543.229082758752,3
Pod salašom,543.0507449454764,2
Slovenského raja,542.8444902742759,10
Stankovská,542.8342406088674,1
Štefana Moysesa,542.8304934624872,2
Markov laz,542.7786346416196,3
Pastovnícka,542.7150512267111,1
Nad prístavom,542.4352092884646,5
Janšákova,542.2896660384898,2
Jakabova,542.2500579589553,4
Szent-Györgyi Albert út,542.1704881563804,1
Dekana Dúbravického,541.8797824472948,3
Hradečnica,541.7282945199472,1
Zábiedovská,541.6707626777002,2
Galanovec,541.3214552967788,1
Poliačikova cesta,541.2577370189408,3
Olejkárska,541.1493035074132,9
Tatranská cesta II,541.1208582802344,1
Bahurina,541.0389685136904,2
Schengenská,540.8540498362842,1
Františkánov,540.7852587719252,5
Aranyember utca,540.7290835856182,4
Dlhoveská,540.6337576864216,3
Ostružinová,540.4680853678119,3
Osvienčimská,540.4111799704244,3
Pod Zámkom,540.3580525957526,3
Nécseyho,540.3475413546327,2
Čurgov,540.2319650925025,1
Záporožská,540.0838781306536,4
Lotyšská,539.9905170095894,1
Arpáda Felcána,539.9630595903374,4
Nemčíkova,539.7646863167889,3
Sídliště,539.5692931950475,4
Zvončianska,539.4991765494648,1
Pri Bytovkách,539.3736133532383,5
Bedľová,539.1533183738505,4
Za Majerom,539.0414125361904,1
Nad škôlkou,538.624880060852,2
Za Rybárska,538.380033047607,3
Ota Holúska,538.3538949712258,1
F. Madvu,538.1839734096557,4
Chmelník,538.0801112310473,1
Za oravcom,538.0260484368408,3
Zaháje,537.6938246012677,1
Staničný obvod,537.5542808835283,5
Mikuláša Koperníka,537.3627969788625,2
Juliusa Fučíka,537.214772919013,1
Pod Brezinkou,536.8607178320542,2
Námestie Š. M. Daxnera,536.7951993925558,12
Za uličkou,536.7313222219243,2
Dr. Greša,536.41208374918,1
Krížová,536.3185222655561,3
Na Chríbe,536.300146506853,2
Námestie Francúzskych partizánov,536.161794520052,11
Šuty,536.1293768885716,2
Bečov,536.1231208363453,2
Ranná,535.7202819272086,1
Výstranky,535.7148741360426,1
Šafranická,535.4397599344112,2
Klinec III.,535.3940614006633,1
Nábrežie generála Milana Rastislava Štefánika,535.3661191519506,7
Krachgasse,535.3007637783518,1
Horáreň,535.269696945559,1
Kozlovská,535.2104713267732,5
Pršianska cesta,535.088491382239,2
Viničná dolná,534.9864195723267,2
Ku horárni,534.9304999477146,1
Hubinská,534.8592753587891,2
Lackovská,534.8237852228344,5
Adamovka,534.6719125589244,3
Pod rybníkom,534.5989547647798,3
Maybaumova,534.3912184180164,3
Damjanichova,534.3697896082583,2
Peserany,534.1583708625745,1
Dr. Špirka,533.6938237253474,1
Lichnerova,533.6572615971229,2
Popri mlyne,533.4766168552759,2
Struhárova,533.3177073267922,2
Cesta Gemerských Žriediel,532.9654748958915,4
Modranský ovocinársky chodník,532.8432620206762,1
Samota Arpád,532.6960922626546,1
Ivachnová,532.6953144244115,1
Závodu Matador,532.6857089930506,4
Maloidanská,532.4763298727889,2
Na prednom Záhumní,532.2903064076306,1
Kolejákova,532.0357969243346,4
Mestský Majer,532.0322509971531,7
Bedřicha Smetanu,531.8023425245967,1
Stará tehelňa,531.7223328994912,2
Cesta do tehelne,531.6190235373348,6
Nemečkovská cesta,531.5022233603781,2
Pod Skalicu,531.4893179564177,1
Papradia,531.4460286201585,1
Bendíkova,531.4459918693805,4
Na pílu,531.4267211920275,1
Pod Poľanou,531.4223917317333,1
P. I. Čajkovského,531.3863086715503,3
Pri Habánskom mlyne,530.9951760998414,6
Teplá Voda,530.9113348809603,2
Weberova,530.5948767868591,7
Márie Zajacovej,530.5574315644382,3
Iňská,530.0593213998848,3
na Kopu,529.7713217553727,1
Debraďská,529.4702111173699,3
Námestie Kossutha,529.4398831048071,11
Na výslní,529.3632399462767,2
Sedliackeho povstania,529.2290288928639,4
Liehovarská,529.1434385282017,2
Pažica,529.1408866497494,5
Námestie Odborárov,528.9894616194987,4
Bánovecká,528.9488091791261,3
Malomágerská cesta,528.6373125377504,1
Ružová osada,528.6064123937483,1
Leningradská,528.6026162510906,4
Baluvka,528.3758505009731,1
Pri Slanej,528.3265573241833,3
Cez ohrady,528.1309476497959,3
Dolinka,528.1128754805376,4
Vendelína Javorku,527.9229805716272,3
Palinová,527.6063241468495,2
Maloorviská,527.515550044142,1
Námestie Kpt. Nálepku,527.4377022346257,6
Makovického,527.4098810758952,3
Alex. Trizuliaka,527.2790626558449,1
Velčická,527.1060580756827,1
Obsolovská,527.0217105237978,2
Hadabuda,526.9337449615302,3
Lehárova,526.7077489393042,4
Hornohájska,526.67014671708,1
Auréliova,526.5565145567637,5
Medvedia Štôlňa,526.340311380103,1
Zombova,526.3340342785124,6
Syslia,525.981476866544,2
Tepličná,525.8950995626187,3
Stará Ivanská cesta,525.7921554002498,6
Cesta k vodojemu,525.7873496731072,3
Korytňanská,525.6597689965695,3
Gašparovec,525.6169736584097,4
Ľubľanská,525.2888343050256,4
Pribinove sady,525.138485982468,8
Kopčáková,524.9970970267143,2
Na Skalu,524.8413137905721,1
Dúbrava,524.6672299416956,4
Hromová,524.253103571066,1
Fedákova,524.2293904072621,3
Hutianska cesta,524.1591522038802,4
Ladislavov dvor,524.0539771421595,3
Svätej trojice,523.9950912672431,2
Pod Sordokom,523.9020423198291,3
Za sadmi,523.597105150892,3
Ordódyho,523.4846239869211,1
C. Baňka,523.2931464405304,2
D. Millyho,523.2887730127521,3
Pod čerešňami,523.271782790972,8
Dr. Herza,523.2129887070521,3
Hálova,523.0285906252501,2
Drienková,522.691064278369,5
Pri Teleku,522.6589283953365,2
Nad baňou,522.4730540477965,2
Šomodská,522.3875203450125,1
Krupinská,522.3437809942784,3
Beňadická,522.3181317597085,2
Dražická,522.2387120405317,3
Gen. Petrova,522.1124546156154,2
Vrbovec,522.0432648990235,1
Oškerdská cesta,521.8040022533404,3
Galantská,521.7039430248713,7
Kútovská,521.3835427362287,3
S. Tomášika,521.0580778607113,3
Luhačovická,520.911079300053,2
Gašparíkova,520.8296186483186,4
Farárske,520.8196308548731,2
Hargašova,520.6919642921196,3
Vysokohorská,520.4711920262644,7
Podskaličná,520.3582214441898,3
Kostrova,520.3360583412414,1
Za depom,519.9951447901968,2
Náhradné pole,519.977234211723,3
Námestie Iglovia,519.807131094572,4
Š. Závodníka,519.7282067184702,5
Stará Hájska cesta,519.6649205702172,2
Selyeho,519.6278949800056,1
Bajanova,519.2109933212527,2
Kuneradská,519.0883308879979,2
Povstalecká cesta,519.0333368765853,4
Debnárska,518.8414712388168,2
Aljašská,518.7946316729574,1
F. Zupku,518.7021985274097,3
Pod Tópartom,518.3935027895336,2
Komárno,518.2957215639904,3
L. Amadého,518.1678874732572,3
Na Štepnici,518.1242276671712,3
Kmeťka,517.96907398345,2
Dr. J. Budayho,517.7449960781905,1
Gančházska,517.5413610376276,3
Stredná Hôrka,517.2727147476257,3
Majerky,516.8713841085732,5
Pod Urbanom,516.8263532287095,4
Rovné,516.6930201228573,2
Dolný val,516.3876329629101,5
Československých letcov,516.1502959990866,1
Bavlnárska,516.1463138336095,3
Ľuda Zúbka,515.8322058948244,2
1. alej,515.3875494249943,4
Silvestra Nemčeka,515.3423619221261,2
Pesecká,515.3134114033295,1
Nižné Brehy,515.1561805933565,1
Pri Turci,514.9993699612421,1
Szigeti út,514.9397191460075,1
Hrádza Domaša,514.7764484439352,3
Pod Lachovcom,514.532935038912,2
Senný trh,514.3673836911864,6
Jána Mikuštiaka,514.3363038876905,4
Pekelná,514.2978151998104,3
Mateja Korvína,514.2649296585498,1
Bednárova,514.2030954757562,1
Čapáš,513.9660000573305,2
Hybešova,513.8515505172792,3
Jánovecká,513.7512964689392,2
J. Mazúra,513.7374804421304,3
Banícka štvrť,513.6530744583642,2
Belehradská,513.6512302674469,3
M. Pišúta,513.5290752301016,3
Tri vody VI,513.2609419869934,4
Sabová,513.2240390344651,3
Pri hájovni,513.0084172900383,1
Medzimlynská,512.9353329686267,3
Námestie sv. Imricha,512.9222203568316,5
Katova,512.7978746583932,3
Vágašská,512.7093267965607,2
Korundová,512.7071245417558,2
Gogolova,512.5753169013162,2
Beladická,512.5204330130798,1
Lieskovska,512.499569216464,2
Dolnokorunská,512.3862561997374,2
Svätého Urbána,512.3054241842052,1
K Medokýšu,512.1577811685237,2
Ducovská,512.0244462580481,2
Honvéd út,511.88298116193255,1
Kamenická,511.6779701475649,2
Svébska,511.53275138300916,2
Hudobná,511.4528682817333,3
Tomislava P. Kolakoviča,511.31393695915466,12
Dolná záhradná,511.10701669690445,1
Hadriána Radvániho,510.954097821699,1
Teslácka,510.91650429957963,2
G. Schoellera,510.84716628133765,3
Pála Pathóa,510.46924524590463,1
Žerotínova bašta,509.9669325783359,4
Na Vladárke,509.95340458336887,2
Pizondor,509.9465232678771,2
Dr. P. Adámiho,509.91876280557204,2
Na Krčoch,509.8559089296996,2
Za zbrojnicou,509.77853480469867,1
Veľký rad,509.7379206526865,2
Luhyňská,509.69972719639713,2
Nové záhrady V,509.5549974396855,3
Kašmírska,509.5221436726583,5
Kotlištská,509.24809468802096,5
Horovova,509.2475798677216,1
Za Tonkov,509.0541606214905,5
Jozefa Nemca,508.91504348625574,2
Nábrežie Jána Pavla II.,508.8615690337293,2
Nedbalova,508.62604521634285,6
J. Aranya,508.5714115158339,2
Zlatnicová I.,508.4575835352406,2
Prejta,508.21049183854655,1
Na Jazero,507.8246420915924,4
Čilistovská,507.78175128403535,8
Štubnianska,507.55642138782883,1
Récka,507.2232269099341,1
Jánosa Esterházyho,507.21283582246565,1
Do záhrad,506.92743301673016,2
Akademika Hronca,506.8804931343366,1
Funduše,506.80838492916854,1
Jána Dopjeru,506.7988296334328,2
Jozefa Adamca,506.7638343572918,3
Mraznická,506.7225053075475,3
Počekanec,506.7174265532778,4
Za Ohradami,506.6387783087913,1
Dolný Urban,506.52160852470536,3
Radnótiho,506.5012611644197,1
Somosi út,506.43667176984496,7
Jozefa Lacu,506.32501781111813,6
Kamenice,506.1622542178173,3
A. Behunka,506.071246488139,1
Grúň I,506.0703269490131,3
Györgya Nárayho,505.9853959716419,3
Martina Lányiho,505.94242790357526,5
Tunel Lučivná,505.81202715507743,2
Ibrányiho,505.6789023904979,2
Mons. Vagnera,505.6229114477662,2
Tálová,505.5798862986803,1
Eduarda Wenzla,505.54647001557987,5
Dneperská,505.4329848961555,5
Filipínska,505.3417838283239,1
19. marca,505.2998389480903,5
Malokýrska,505.21269152120567,4
Slowackého,505.07265457269745,7
