name,total_m,segments_count
"Skialp Trasa ""C""",3455.5508712260525,5
Chodnik Liptovske Mury,3447.59384918205,1
Turecký rad,3446.8244562245973,49
Nevoľné,3444.8058393989013,15
Suvorovova,3443.7555080671277,14
Zdravotnícka,3443.3989744286873,18
Orechový rad,3441.5712921438762,12
Šenkvická cesta,3438.919818191922,18
Hroznová,3437.3247535990145,26
Nerudova,3436.9230411886047,31
Predmestie,3435.9297221131274,38
J. Bottu,3435.2503033519233,17
Záborského,3429.8344116877506,17
Sihoť,3427.4335618288105,23
Bagarova,3418.338884886935,16
Vojenská,3417.5697370013863,24
Žižkova,3416.533658780008,26
Rusínska,3405.9882616411787,24
Matičná,3401.398451761548,12
J. Murgaša,3400.263412991751,20
Čierne blato,3395.006137103442,12
Česká,3389.4314964343407,15
Pri potoku,3383.7811827593728,19
Stupavská,3376.115361253982,9
Revišné,3375.885472093624,7
Konečná,3373.4164611756187,19
Bardejovská zábava,3373.003161293563,6
Koňhorská,3372.308599222354,15
Boroviny-Krvavník,3363.132153148801,7
Štítnická,3360.890783251801,29
Čajkovského,3360.8407176999103,20
Cemjata,3351.314633316599,16
Cesta do Hanisky,3349.280638590895,2
Strmý vŕšok,3348.5690850969795,15
Snežienková,3343.1471099249857,23
Ťačevská,3341.8487958426363,18
Jašíkova,3340.1671451877296,22
Staviteľská,3331.7735122110416,9
Čótfa,3331.3575126876935,3
E. M. Šoltésovej,3325.198645507333,21
Jána Vojtaššáka,3324.059307201701,19
J. Kalinčiaka,3319.7666413436523,12
J. R. Poničana,3319.5688845224167,18
Bronzová,3316.677463212013,22
Kossuth Lajos út,3310.896832210604,3
Kultúrna,3310.5821254063258,17
Drahová,3304.4598689624354,12
Martinovka,3301.987517581262,5
Trhová,3291.0951436754876,15
Za záhradami,3288.20193669738,12
Kapitána Nálepku,3287.6238833176862,12
Koncová,3274.162449942244,12
Novomestská,3272.664763401165,14
Pri rybníku,3266.6305627864363,9
Magurská,3250.385728779114,17
Kalinovská,3248.6466217690636,17
A. Dubčeka,3248.2891280966114,20
Briežky,3245.3399242795226,5
J. C. Hronského,3235.219678227745,16
Spojovacia,3233.449732699187,17
Drozdia,3226.47648113047,13
Kráľovská cesta,3223.4148650301163,14
Rybnická,3215.8607345965424,11
"ścieżka przyrodnicza ""Łopata Polska""",3212.894395434283,3
Kráľovská,3211.257507163011,31
Stropkovská,3209.427756210778,20
A. H. Škultétyho,3207.4866079210456,17
Gogoľova,3206.818780615228,19
Polovnícky chodník,3201.723830469534,1
Dargovská,3197.239670581746,17
Štefánikova trieda,3189.7035563549025,38
Maštinec,3186.692552172384,9
Hrádza,3184.7223037702324,14
Skladná,3180.5337540591,13
Letecká,3177.4161182078947,19
Marcheggská cesta,3174.1865226799127,6
Jazmínová,3164.3147985838064,19
Hraničiarska,3162.6455834618555,24
Vyše Mesta,3156.1035845186093,7
Šulekova,3155.4871543401523,14
Soblahovská,3145.4873875871,29
Pod lipami,3141.617664708496,21
Prístavný most,3138.3301975305253,6
Osadná,3137.8832775137907,9
Lipovo,3137.195917100153,4
Kamenecká,3135.2800492222204,12
Matuškova,3131.817727912625,14
Pod vodojemom,3125.7498079367497,12
Obchoditá,3122.9270414969283,3
Tematínska,3119.1625441474675,13
Ku kyselke,3118.246739306715,12
Bažantia,3116.788627818311,16
Vŕšok,3111.2286788666815,22
Petecká Hora,3110.7988531708415,6
Juraja Fándlyho,3109.0450890706584,17
Holokamenská cesta,3108.104485186154,2
Závodská cesta,3106.1874211020786,11
Antolská,3097.2297964027803,27
Duklianskych hrdinov,3095.613913482389,23
Kremnická,3092.744746941058,18
Za potokom,3086.438412584543,13
Vladimíra Clementisa,3086.007987253602,24
Šalviová,3085.4657837148634,21
Nová hora,3081.548576020189,1
Hattalova,3081.4960262102595,18
Šalianska,3077.7410230254623,5
Petrovska draha,3077.1541624230513,1
Hôrka,3074.6863214899745,10
Bórovie,3069.781892961566,4
Vlkovo,3065.5876161448296,6
Ľadovo,3059.6278818826613,5
Štóska,3056.6326526427733,20
Hrádok,3051.9775539825814,7
Československých tankistov,3049.2233080256656,20
Belianska dedičná štôlňa,3048.837149474193,1
Trieda KVP,3048.7073231852833,36
Azalková,3040.3231923793983,16
Zemianska,3039.8957397135105,10
Prostredná,3035.3955649677055,14
Na kolečkovú,3032.376446788763,1
Pri kríži,3032.106338575354,18
Námestie osloboditeľov,3030.928371073432,30
Levočská cesta,3028.3577588332946,5
Šebastovská,3024.0584561195196,13
Sobôtka,3020.0659443187737,16
Nová Ves,3018.7490473110847,14
Rakytová,3017.266843184664,12
Na letisko,3017.0221101848056,9
Močarianska,3014.1559569369183,11
Dobranská,3010.555875442641,12
Centrum II.,3007.8218728913826,32
Hájky,3007.646948482029,8
Pod Poliankou,3005.495319951799,2
Záhradkárska,3004.827232679032,19
Závadská,2995.76200022933,15
Hlohovská cesta,2994.1328525222534,11
Kostolné námestie,2994.1158079446714,29
Šibeničný vrch,2991.3191041487944,8
Dlhá lúka,2989.6836661499274,10
Rákócziho,2989.400602923083,21
Zámočnícka,2987.9219257710606,15
Pod cintorínom,2987.4420283067193,13
Paučica,2986.0246294955223,2
Trhovisko,2983.7203574879054,18
Ekoosada,2983.0198542570615,13
Na Lúč,2982.260460746174,2
Osiková,2979.921246597688,24
Investička,2975.9983939502604,6
Kremnička,2974.668187068,17
K letisku,2973.2999065008107,10
Zadná,2972.820092317482,13
Ladislava Novomeského,2971.9033816002516,25
Pekárska,2968.706603182591,20
Dedinská,2965.278450512961,18
Mederlyho cesta,2964.525696998424,12
Vojenské,2963.010032660294,15
Ludvíka Svobodu,2959.9392689686597,25
Budatínska,2950.3216691235093,24
Bardejovské kúpele,2949.6072665215493,13
Krakovská,2943.6862920426192,11
Krivánska cesta,2943.4129123212533,3
Námestie republiky,2941.9692942098636,27
Pltisko,2940.882756934393,4
F. Hečku,2939.2836395359973,15
Hetešov kiar,2939.2830113048385,6
Opletalova,2938.6476177016666,22
Most cez Vážsku vodnú nádrž Hričov,2930.823613413892,6
Turecká,2928.033411676759,25
Strážovská,2925.012211408727,16
Krumľovská cesta,2922.4910960683646,2
Podsadek,2920.0064464082607,11
Žltá,2919.363525387518,20
Slovenské cechy,2918.015264458073,13
Timravy,2916.4700045179743,19
Jána Pavla II.,2916.136711654528,23
Za kaštieľom,2907.040740258978,17
Štôla,2906.685476406702,12
Hencovská,2903.8305479279925,4
Rovinka,2901.5283135750274,2
Mariánske námestie,2898.720147356097,55
Pltnícka,2891.2619045350784,12
Piliarska,2890.1385564735992,8
Bosákova,2888.9697885298706,36
Pestovateľská,2888.3681145601217,12
Novohradská,2887.4738306463446,28
Mukačevská,2885.3544629884123,26
Bellova,2883.7894130849727,17
Iliašska cesta,2882.3850257463714,19
Na brehu,2875.4581539084033,16
Hontianska,2875.178660833401,11
Šúdolská,2874.6614067928026,9
K ihrisku,2874.21724635187,10
Trzycatek,2872.8109429383967,12
Košiarny briežok,2870.1108197810713,9
Lúky,2868.9474534805368,10
Priehrada,2867.73656602902,15
S. H. Vajanského,2860.5243639910427,16
Bobrovecký závoz,2860.387736229876,3
Drevárska,2856.6854105016046,16
Záhradky,2850.4552152750384,15
Pod Tepličkou,2850.422134693031,13
Medzi Vodami,2850.198114098981,10
Jastrabia,2846.5176822514604,19
Pienińska,2846.168489311969,5
Na stráni,2843.2480732541303,12
Vranovská cesta,2839.697482810285,13
Za Kalváriou,2838.9693871437526,34
Medzihorie,2838.208536897477,6
Továrenská cesta,2837.627932806723,17
Alej Jána Pavla II.,2834.9339341125424,19
Petzvalova,2833.32255018043,17
Jasovská,2830.077870445316,11
Vinice,2829.838152927826,5
Záhrbská,2827.0527027555418,7
Graniczna,2824.009850577268,9
Levická cesta,2822.185300121454,3
Vyšnokubínska,2820.0191373387747,11
K. Mikszátha,2819.89785578475,16
Piesočná,2815.4362244924305,15
D. Jurkoviča,2814.7136644709108,17
Krivošťanská,2812.3658888606965,8
Abovská,2808.520463260877,7
Sokolovská,2807.654655639728,15
Pod Rakytami,2803.897388991193,2
Kpt. J. Nálepku,2802.8276535265813,27
Javorinská,2802.728290399831,15
Hornočepeňská,2801.21336891402,7
Dostojevského,2791.4452862977437,17
Sídl. Lúky,2790.5227944033795,18
Tunel Sitina,2786.2377290740783,2
Hôrky,2783.5079201992185,13
Pod Hrádkom,2779.578637439355,15
Belá,2776.0894674446254,7
Lazy,2773.3642603966587,11
Hámor,2772.906785074839,14
Starohorská,2772.174445519371,12
Janka Jesenského,2771.630676278687,12
Madáchová,2771.086200487152,8
Priekopa,2768.1665814718954,12
Urbánkova,2766.6121066527485,18
Bieranka,2765.4693583554454,3
Rusovská cesta,2763.5110096032217,51
Prírodná,2763.08955565618,6
Fábryho,2756.537696120415,15
Mestský majer,2752.0875685569035,12
Fatranská cesta,2751.8631547753494,10
Holcov Majer,2751.2858811912593,7
Iliavčanská dolina,2746.931278419775,4
Martin,2746.544734957649,3
Nižniansky mlyn,2740.6731271679664,3
Nimnická cesta,2740.442368227923,16
Perecká,2740.103941665625,19
Starý háj,2738.83661111007,3
Koháryho,2738.3821331809313,26
Medzevská,2737.534613732519,4
Malkovská,2736.804594285003,12
Mikszáthova,2730.124345586783,8
Jula Horvátha,2729.183687574056,18
Novojelčanská,2728.921860889821,9
Červená veža,2728.562542486332,4
Slnečné stráne,2728.0134559955472,12
Malý rad,2725.608211497506,13
Štrkovec,2723.1160426691317,7
Sovietskej armády,2721.10019340094,15
Volská prť,2717.7136105069603,7
Želiarska,2716.0991020064957,16
Bučinová,2714.1795125891394,14
Bojnická cesta,2714.1071197431384,31
Šúrska,2712.594717966129,13
Istebnícka,2710.8693063921437,27
Detvianska,2709.9799086062153,16
Veľká okružná,2705.8967632969825,21
Čemernianska,2705.397487952022,10
Rybníky,2702.5123069159345,11
Sport utca,2702.2773833062847,10
Košariská,2701.895632432516,8
Majer,2698.775492759392,13
Hydinárska,2690.998142740474,15
Dolný lesnícky chodník,2682.646851085739,1
Banisko,2682.030037787128,13
Mederčská,2679.9786344691743,27
Kadnárova,2678.2296907793643,31
Za štadiónom,2677.452769351077,14
Pod Stráňami,2672.226967256356,10
Krčméryho,2671.9959446453213,17
Salajka,2670.881587413777,4
Vinárska,2670.456513605097,17
Turzovská,2668.011256624904,14
Námestie sv. Michala,2666.482407373092,47
Kučišdorfská dolina,2663.5412172086585,7
Na vyhliadke,2662.543255104829,19
Minárčiných,2662.058047712568,12
Kyjevská,2657.7913737608706,20
Chrenovská,2657.6736621068194,35
Ružová dolina,2656.564449756841,17
Boženy Nemcovej,2655.3527845301846,17
Centrum I.,2654.8488066953314,16
Novosadská,2652.0987776949514,10
J. Hanulu,2650.593491247312,5
Svätého Štefana,2650.221569521878,11
Štiavnická,2648.626029342985,8
Zvonárska,2645.0487773826258,15
Stará lesná železnica,2644.9937755067504,4
Do Doliny,2644.986777360754,12
Brusnicová,2643.598142640408,12
Ľudovíta Stárka,2642.4208758181508,10
Cesta na Kamzík,2641.1609114821586,12
Podhradská,2639.6404285108556,14
Na výhone,2634.7322778402076,8
Singláč Pod Holíšom,2632.681485318332,1
Hornozoborská,2629.7162177466826,13
Mandľová,2625.806450309572,20
Pod Brehom,2624.4978283387973,13
Za parkom,2623.893926581076,11
Briač,2622.785495646433,9
Kvačalova,2622.4989213187114,21
Teslova,2618.8075842667604,9
Hájová,2615.7080056803316,16
Kúria,2615.1095401730304,12
Stakčínska,2614.7113359237214,10
Horné Orechové,2614.3093040467834,8
Lietajova cesta,2611.7220723254018,6
Pod Táborom,2609.981968143763,15
Karadžičova,2604.321741909622,41
Krtíšska,2592.4380444169124,9
Fľaková,2590.111957828376,3
Pod Stráňou,2589.267818841757,11
Slanická osada,2589.261041510531,4
Na Straník,2589.227979226069,7
Veľkoúľanská,2587.683096927511,14
Zvončeková,2586.223796767021,11
Pokroku,2584.6579218596976,13
Hlinenská cesta,2584.3130153471343,8
Nižné Kapustníky,2583.399292590937,22
Novoviesska cesta,2578.1144514716334,4
Pod hôrkou,2577.682251470325,13
Pod Skalkou,2574.5185573975946,21
Malachovská cesta,2572.8626274797466,24
Pustá,2571.9612191357887,12
Krásnohorská,2570.626010883343,19
J. M. Hurbana,2560.9765656821764,13
Forráš,2560.862544961896,2
Cisársko,2559.8586291428783,2
Strážska cesta,2559.833688512055,35
Brestová,2558.6780373797865,17
Na lúkach,2557.2004124094537,11
Zápotockého,2554.674381108472,11
Mladý háj,2551.784148815773,2
Cesta na Ronku,2551.1678770448107,5
Májového povstania českého ľudu,2546.0235373333003,13
Kapitulská,2545.7662014527987,15
Čáčovská cesta,2544.4112269760376,17
Sady,2537.7880904000417,10
Koceľova,2537.5413936564582,16
Sobranecká cesta,2537.249445058106,21
Koperníkova,2530.2362220387936,9
Vývojová,2526.95994130163,5
Darmovise,2522.072839220884,8
Dvojkrížna,2518.160103073122,24
Líška,2517.2623663074182,2
Rudohorská,2516.8453614910386,14
Veľkodunajské nábr.,2513.9233407900297,6
Čučmianska dlhá,2512.1854156539116,12
Karvaša a Bláhovca,2509.7542488108184,2
Elektrárenská cesta,2507.1925755202915,6
Dvorská cesta,2506.1595236480866,19
Radničné námestie,2501.3452272840977,34
Jasenovská,2500.3838479345304,13
Alexyho,2495.5774004951095,16
Do Gáborovho sedla,2494.7792662174325,2
Humenská,2493.068764799249,10
do Račkovho sedla,2492.6306139177627,1
Malodunajské nábr.,2491.1992007410386,2
Naftárska,2491.034302032544,4
Prvá,2490.9349903244665,11
Kopaničná,2490.3392633237686,11
Fintická,2487.801114445342,12
Zlaté piesky,2487.139371552703,10
Sov. Hrdinov,2485.6165121533018,12
Vojtaššákova,2481.4418763912327,10
Starinská,2478.9122238076875,7
Krompašská,2476.9787780421043,7
Sninská,2475.9117109387007,12
Cesta k nemocnici,2475.4469070454725,26
Ľaliová,2474.1540432421684,17
Lemešianska,2474.0409644779375,10
Štiavnická cesta,2473.1888788526476,10
Kračanská cesta,2469.1167674625144,7
Stará Vajnorská,2464.4835882986517,9
Baničova,2460.337875345243,24
Ukrajinská,2459.0925392363306,12
I. Madácha,2454.4895032252552,10
Estakáda,2454.388143653642,23
Pánska,2453.774260765671,9
Električná,2448.04093824676,26
Ipeľská,2447.2188568364763,13
28. októbra,2440.5124519428564,8
Námestie mieru,2439.5473528241155,26
Pútnická,2438.645730356757,12
Lány,2436.786888117103,10
Rampová,2431.4707957987457,11
Lazná,2430.553839177842,10
Krušovská,2429.482200964646,12
Závozná cesta,2429.031224434731,2
Králická,2428.0923830605716,12
Majakovského,2427.257573681447,16
Rákoš,2424.840296605896,24
Kútovská cesta,2420.718219391616,6
Lipový rad,2417.801439910998,4
Benkova,2415.1586909653615,18
Rubínová,2413.8015024722454,14
Ždiarska,2408.2478790128407,12
Olešnianská cesta,2407.1300007234863,1
Sokolia,2404.131251095485,11
Odorínska cesta,2403.3841661482866,8
Pod kostolom,2402.6223824953668,14
Dolnočermánska,2402.105214566609,21
Internátna,2400.3678620677892,19
Bešeňovská cesta,2400.077836936857,3
Mičinská cesta,2399.398348392426,15
Bytčická,2399.2768766157287,6
Kalvárska,2397.975129462056,13
Martina Kollára,2393.3545088107717,12
Cesta boľavých nožičiek,2391.7390929587723,1
Poloma,2390.5107998126923,2
Royova,2385.0238425097596,13
Fedorkin Jarok,2380.598067584591,2
Mila Urbana,2379.443133137622,11
Druhá,2376.7507057972857,8
Kolkáreň,2375.770034728673,13
Domašská,2375.6944023377796,8
Domky,2375.6855760206945,15
Jovická,2374.6299161974257,14
Tehliarska,2371.2980979783138,9
Fiľakovská cesta,2370.1117203779563,17
Na doline,2369.4503579056,12
Krajinská,2366.2458243491997,20
Slavošovský tunel,2365.1791326666385,1
Kôšikovo,2364.368829666978,2
Leśna,2360.2056690823083,1
Lidická,2357.983044314834,16
Olivová,2357.4244655574757,15
Magnezitárska,2355.9698320706757,4
Pohranická,2353.937738694819,6
Obvodová,2353.522456830534,27
Hájnická,2351.6245794318847,12
Riečky,2349.590015447641,9
Ďatelinová,2349.1132965276843,15
Prostá dolina,2349.049910101528,1
Na Záhumní,2348.5287271153557,8
Matúškova,2345.058874026462,25
Dvorčanská,2344.23130677485,12
Matúškovská cesta,2344.149977242248,12
Za dráhou,2343.9274853963407,7
Bánovská,2343.627567150931,18
Dolné Suroviny,2342.9016390992574,4
Hlavná ulica,2342.741688141194,5
Zuzany Chalupovej,2340.4855873754464,32
Hrabová,2339.127461036829,13
M. Nešpora,2337.507271118784,12
Zajačia,2337.42092321994,14
Pšurnovická,2335.810567162801,6
M. M. Hodžu,2330.642776353449,12
Sliačska,2326.0410042438352,14
Ilona,2325.9561804017912,9
Kaplinské pole,2325.833249243052,4
Hermanovská,2325.773209429829,7
Plachého,2323.1171861359276,10
Aleja slobody,2322.1654318926535,15
Varjašská,2320.096817410596,6
Cyrila a Metoda,2318.950544520992,11
Hanulova,2306.3481437686887,13
Bem József utca,2306.1220953023835,4
Dominova cesta,2303.4134931034164,6
Trnovecká,2301.61698267237,5
Pod Brezinou,2293.184246455598,15
Kudlovská,2290.8834631131353,13
Štrba,2288.106588755824,2
Hrišovce,2287.8962586074,4
Skuteckého,2287.4590193699482,10
Tunel Bikoš,2286.3572047344005,2
Metodova,2285.9920969387454,19
Malacká cesta,2284.581112355159,10
Breziny,2284.4786767712417,8
Záhradkárska osada Čachovo,2283.9358084893424,7
Kolónia Hviezda,2283.1967648534687,6
Brnenská,2282.6242018724843,8
Fajgalská cesta,2280.296955307505,12
Kečková prť,2275.68981363415,5
Vinica,2275.1305896934728,8
Księdza Józefa Kosibowicza,2272.511892295269,3
Michalovská,2271.225369329626,21
Lesná cesta Kejdák,2270.477388789641,1
Št. Tučeka,2265.9499886355125,10
Most Lanfranconi,2265.607552432158,4
Pański Chodnik,2264.163810263161,2
Bytčianska,2263.426624424529,28
Donská,2261.0238564366527,9
Pri ihrisku,2260.893801405585,12
Radvanská,2260.026287944354,11
Pod Párovcami,2257.380354425678,17
Dolná mlynská,2256.6567318600028,3
Sv. Gorazda,2256.490493975005,19
Medve-völgy,2255.387787710702,1
Andreja Kmeťa,2252.978681315495,13
Ciglianska cesta,2250.6297079055394,9
Jablonská,2248.1211499960896,6
Starohájska,2247.653227415034,20
Nábrežie M.R. Štefánika,2245.5709675542303,18
Šváb,2245.4612820819593,3
Alexandra Dubčeka,2244.8422892419967,11
Nad tehelňou,2244.3108120914007,12
Dolná Trnovská,2241.317559709595,5
stará banská cesta,2233.6373495504768,9
Námestie M. R. Štefánika,2229.2698371679753,23
Pod studenou stráňou,2228.895334311706,4
Veľká,2228.50041401411,8
